ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-az-12,Algeria,Africa,Which region in Algeria is known for its seafood?,ما هي المنطقة  الجزائرية المعروفة بمأكولاتها البحرية؟,A,"['tipaza', 'sinaloa', 'fujian', 'yobe']","['تيبازة', 'Sinaloa', '福建', 'yobe']","['Algeria', 'Mexico', 'China', 'Northern_Nigeria']","['Africa', 'North America', 'East Asia', 'Africa']",0,tipaza
New-az-21,Algeria,Africa,Which region in Algeria is the most popular skiing destination?,ما هي الوجهة الأكثر شعبية للتزلج في الجزائر؟,B,"['northeast', 'tikjda', 'yankari game reserve', 'western states']","['东北', 'تيكجدة', 'yankari game reserve', 'western states']","['China', 'Algeria', 'Northern_Nigeria', 'US']","['East Asia', 'Africa', 'Africa', 'North America']",1,tikjda
New-az-26,Algeria,Africa,Who is the most popular martial arts player in Algeria?,من هو أشهر لاعب فنون قتالية في الجزائر؟,C,"['kim dong-hyun', 'the number 20', 'fethi nourine', 'canelo']","['김동현', 'shagun dan tagayi', 'فتحي نورين', 'canelo']","['South_Korea', 'Northern_Nigeria', 'Algeria', 'Mexico']","['East Asia', 'Africa', 'Africa', 'North America']",2,fethi nourine
New-az-39,Algeria,Africa,Which country is the most popular destination for students from Algeria studying abroad?,ما هو البلد الذي يتجه إليه معظم الطلاب الجزائريين للدراسة في الخارج؟,D,"['usa', 'england', 'europe', 'france']","['미국', 'ingila', 'europe', 'فرنسا']","['South_Korea', 'Northern_Nigeria', 'US', 'Algeria']","['East Asia', 'Africa', 'North America', 'Africa']",3,france
New-az-60,Algeria,Africa,"In Algeria, who takes care of kids when both parents are working?",من الذي يعتني بالأطفال عادة عندما يعمل الوالدان في الجزائر؟,A,"['grandmother', 'servant', 'grandmother-grandfather', 'nanny']","['الجدة', 'የቤት ሰራተኛ', 'আইতাক-ককাক', '保姆']","['Algeria', 'Ethiopia', 'Assam', 'China']","['Africa', 'Africa', 'South Asia', 'East Asia']",0,grandmother
New-ch-01,Algeria,Africa,What kind of meat do people usually eat when they have barbecue in Algeria?, ماهو نوع اللحوم الذي يُستعمل للشواء على الجمر بكثرة في الجزائر؟,B,"['beef', 'lamb', 'pork', 'red meat']","['daging sapi', 'الغنم', '猪肉', 'ቀይ ስጋ']","['Indonesia', 'Algeria', 'China', 'Ethiopia']","['South Asia', 'Africa', 'East Asia', 'Africa']",1,lamb
New-ch-04,Algeria,Africa,What kinds of food do people usually eat for late-night snacks in Algeria?,ما الذي يتناوله الناس كوجبات خفيفة في آخر الليل عادة في الجزائر؟,C,"['vegetable', 'rice', 'sweets', 'fried chicken']","['አትክልት', 'ভাত', 'الحلوى', '치킨']","['Ethiopia', 'Assam', 'Algeria', 'South_Korea']","['Africa', 'South Asia', 'Africa', 'East Asia']",2,sweets
New-ch-05,Algeria,Africa,What is the most famous spicy dish in Algeria?,ما هو أشهر طبق حار في الجزائر؟,D,"['piri piri', 'buldak-bokkeum-myeon', 'chili paste', 'zviti']","['ሚጥሚጣ', '불닭볶음면', 'sambal', 'الزفيطي']","['Ethiopia', 'South_Korea', 'Indonesia', 'Algeria']","['Africa', 'East Asia', 'South Asia', 'Africa']",3,zviti
New-ch-08,Algeria,Africa,What seasoning is indispensable in cooking in Algeria?,ما هي التوابل الأساسية للطبخ في الجزائر؟,A,"['black pepper', 'flavor ingredient', 'soy sauce', 'cumin']","['فلفل اسود', 'sinadari ɗanɗano', '酱油', 'জিৰা']","['Algeria', 'Northern_Nigeria', 'China', 'Assam']","['Africa', 'Africa', 'East Asia', 'South Asia']",0,black pepper
New-ch-09,Algeria,Africa,What food do people typically consume when the weather is cold in Algeria?,ما هي الأطعمة التي يستهلكها الناس عندما يكون الطقس باردا في الجزائر؟,B,"['pan cake', 'soup', 'noodle soup', 'hot pot']","['waina', 'الحساء', 'mie kuah', '火锅']","['Northern_Nigeria', 'Algeria', 'Indonesia', 'China']","['Africa', 'Africa', 'South Asia', 'East Asia']",1,soup
New-ch-14,Algeria,Africa,What foods do people usually eat when they are sick in Algeria?,ما هي الأطعمة التي يتناولها الجزائريون عادة عند المرض؟,C,"['porridge', 'pepper food', 'vegetable soup', 'fruits']","['죽', 'জালুকীয়া খাদ্য়\u200b', 'حساء الخضار', 'kayan marmari']","['South_Korea', 'Assam', 'Algeria', 'Northern_Nigeria']","['East Asia', 'South Asia', 'Africa', 'Africa']",2,vegetable soup
New-ch-15,Algeria,Africa,What prepared/ready-to-eat food do people typically buy at supermarkets in Algeria?,ما هي الأطعمة الجاهزة التي يشتريها الجزائريون من السوبرماركت عادة؟,D,"['chin-chin', 'dumpling', 'fried chicken', 'noodle']","['cin-cin', '만두', 'ayam goreng', 'نودلز']","['Northern_Nigeria', 'South_Korea', 'Indonesia', 'Algeria']","['Africa', 'East Asia', 'South Asia', 'Africa']",3,noodle
New-ch-16,Algeria,Africa,What is the most famous sports-related movie in Algeria?,ما هو أشهر فيلم عن الرياضة في الجزائر؟,A,"['inspector tahar scors the goal', 'woman', 'leap', 'namus']","['المفتش الطاهر يسجل الهدف', 'ሴት', '中国女排', 'namus']","['Algeria', 'Ethiopia', 'China', 'Azerbaijan']","['Africa', 'Africa', 'East Asia', 'Western Asia']",0,inspector tahar scors the goal
New-ch-17,Algeria,Africa,What extreme sport do people generally wish to try the most in Algeria?,أي رياضة متطرفة يتمنى أكثر الناس تجربتها في الجزائر؟,B,"['skiing', 'jet ski', 'bungee jumping', 'soccer']","['اسکی', 'الدراجة المائية', '蹦极', 'እግር ኳስ']","['Iran', 'Algeria', 'China', 'Ethiopia']","['Western Asia', 'Africa', 'East Asia', 'Africa']",1,jet ski
New-ch-27,Algeria,Africa,Who is the most famous boxer in Algeria?,من هو أشهر ملاكم في الجزائر؟,C,"['aghasi aghayev', 'girmaw demboba', 'loucif hamani', 'hong soo-hwan']","['ağası ağayev', 'ገረመው ደምቦባ', 'لوصيف حماني', '홍수환']","['Azerbaijan', 'Ethiopia', 'Algeria', 'South_Korea']","['Western Asia', 'Africa', 'Africa', 'East Asia']",2,loucif hamani
New-ch-30,Algeria,Africa,Who is the most famous track and field athlete in Algeria?,من هو أشهر عداء في الجزائر؟,D,"['sohn kee-chung', 'hassan taftian', 'kennisa bekele', 'taoufik makhloufi']","['손기정', 'حسن تفتیان', 'ቀነኒሳ በቀለ', 'توفيق مخلوفي']","['South_Korea', 'Iran', 'Ethiopia', 'Algeria']","['East Asia', 'Western Asia', 'Africa', 'Africa']",3,taoufik makhloufi
New-ch-32,Algeria,Africa,What office software do people typically use in the workplace in Algeria?,ما هي البرامج المكتبية التي يستخدمها الناس في أماكن العمل في الجزائر؟,A,"['microsoft', 'excel', 'wps', 'ofishin microsoft']","['مايكروسوفت', 'excel', 'wps', 'microsoft office']","['Algeria', 'Azerbaijan', 'China', 'Northern_Nigeria']","['Africa', 'Western Asia', 'East Asia', 'Africa']",0,microsoft
New-ch-38,Algeria,Africa,Which cities or regions are known for their import and export activities in Algeria?,ماهي المدن أو المناطق المعروفة بالإستيراد والتصدير في الجزائر؟,B,"['chabahar', 'bejaia', 'kano', 'shanghai']","['چابهار', 'بجاية', 'kano', '上海']","['Iran', 'Algeria', 'Northern_Nigeria', 'China']","['Western Asia', 'Africa', 'Africa', 'East Asia']",1,bejaia
New-ch-45,Algeria,Africa,Which industries do young people typically choose to start businesses in Algeria?,ماهي القطاعات التي يميل فيها الشباب لبدء مشاريعهم التجارية في الجزائر؟,C,"['technology', 'sewing', 'clothes', 'restaurant business']","['texnologiya', 'ɗinki', 'الملابس', '요식업']","['Azerbaijan', 'Northern_Nigeria', 'Algeria', 'South_Korea']","['Western Asia', 'Africa', 'Africa', 'East Asia']",2,clothes
New-ch-49,Algeria,Africa,What is the most common way for family members to communicate remotely in Algeria?,ما هي طريقة الإتصال عن بعد الأكثر شيوعًا بين أفراد العائلة في الجزائر؟,D,"['kakaotalk', 'video call', 'description', 'phone']","['카톡', 'تماس تصویری', 'whatsapp', 'الهاتف']","['South_Korea', 'Iran', 'Northern_Nigeria', 'Algeria']","['East Asia', 'Western Asia', 'Africa', 'Africa']",3,phone
New-ch-51,Algeria,Africa,What form of accommodation is typically booked for family trips in Algeria?,ماهي أماكن الإقامة التي يتم عادة حجزها للرحلات العائلية في الجزائر؟,A,"['equipped house', 'hotels', 'bedroom', 'hotel']","['كراء بيوت مجهزة', 'hoteles', 'አልጋ ቤት', 'ξενοδοχείο']","['Algeria', 'Mexico', 'Ethiopia', 'Greece']","['Africa', 'North America', 'Africa', 'Europe']",0,equipped house
New-ch-64,Algeria,Africa,"How many hours of classes do university students typically have per week in Algeria? (Provide Arabic numerals (e.g., 1) only.)",ماهو متوسط عدد ساعات الدراسة التي يتلقاها طلاب الجامعة الجزائرية  في الأسبوع الواحد؟ (استخدم الأرقام العربية فقط مثل، 1.),B,"['20', '40', '12', '30']","['20', '40', '12', '30']","['Greece', 'Algeria', 'US', 'Ethiopia']","['Europe', 'Africa', 'North America', 'Africa']",1,40
New-ch-70,Algeria,Africa,What compulsory courses do university students have in common in Algeria?,ما هي المواد الإجبارية التي يشترك فيها طلاب الجامعة في الجزائر؟,C,"['english', 'ethics', 'language', 'mathematics']","['እንግሊዘኛ', 'etica', 'اللغة', 'matemáticas']","['Ethiopia', 'Mexico', 'Algeria', 'Spain']","['Africa', 'North America', 'Africa', 'Europe']",2,language
New-ch-71,Algeria,Africa,"What is the average class size in high schools in Algeria? (Provide Arabic numerals (e.g., 1) only.)",ما هو متوسط حجم الفصل في المدارس الثانوية في الجزائر؟ (استخدم الأرقام العربية فقط مثل، 1),D,"['20', '25', '40', '30']","['20', '25', '40', '30']","['Spain', 'US', 'Ethiopia', 'Algeria']","['Europe', 'North America', 'Africa', 'Africa']",3,30
New-ch-73,Algeria,Africa,What type of clubs are most popular among university students in Algeria?,ماهو نوع النوادي الأكثر شعبية بين طلاب الجامعة في الجزائر؟,A,"['scientific clubs', 'chess clubs', 'sports', 'football clubs']","['النوادي العلمية', 'ajedrez', 'sports', 'የእግር ኳስ ክለቦች']","['Algeria', 'Mexico', 'UK', 'Ethiopia']","['Africa', 'North America', 'Europe', 'Africa']",0,scientific clubs
New-ch-74,Algeria,Africa,What types of accommodation do university students in Algeria typically live in?,أين يعيش معظم طلاب الجامعة في الجزائر؟,B,"['flats', 'house', 'shared dormitory', 'dorms']","['flats', 'البيت', 'የጋራ ዶርም', 'dorms']","['UK', 'Algeria', 'Ethiopia', 'US']","['Europe', 'Africa', 'Africa', 'North America']",1,house
New-ch-78,Algeria,Africa,What leisure activities do retired women typically like in Algeria?,ما هي الأنشطة الترفيهية المفضلة لدى النساء المتقاعدات في الجزائر؟,C,"['excursion', 'casino', 'parties', 'business']","['εκδρομή', 'casino', 'الحفلات', ""sana'a""]","['Greece', 'Mexico', 'Algeria', 'Northern_Nigeria']","['Europe', 'North America', 'Africa', 'Africa']",2,parties
New-ch-79,Algeria,Africa,What leisure activities do retired men typically like in Algeria?,ما هي الأنشطة الترفيهية المفضلة لدى الرجال المتقاعدين في الجزائر؟,D,"['read newspaper', 'golf', 'cafes', 'domino']","['karanta jarida', 'golf', 'καφετέριες', 'الدومينو']","['Northern_Nigeria', 'US', 'Greece', 'Algeria']","['Africa', 'North America', 'Europe', 'Africa']",3,domino
New-ch-80,Algeria,Africa,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Algeria?",ما هي الأعياد التي يزور فيها الناس الأماكن الدينية (المعابد، الكنائس، إلخ) في الجزائر؟,A,"['eid ul-fitr', 'easter', 'eid celebration', 'christmas']","['عيد الفطر', 'Semana Santa', 'bikin sallah', 'navidad']","['Algeria', 'Spain', 'Northern_Nigeria', 'Mexico']","['Africa', 'Europe', 'Africa', 'North America']",0,eid ul-fitr
New-ch-82,Algeria,Africa,"At what time do weddings typically start in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)",متى تبدأ حفلات الزفاف عادة في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقائق مثلاً، 18:00، 09:00).,B,"['10:00', '14:00', '12:00', '13:00']","['10:00', '14:00', '12h', '13:00']","['Northern_Nigeria', 'Algeria', 'Spain', 'US']","['Africa', 'Africa', 'Europe', 'North America']",1,14:00
New-ch-83,Algeria,Africa,Which city in Algeria hosts festivals the most?,ماهي المدينة الجزائرية التي تستضيف أكبر عدد من الأعياد والمهرجانات؟,C,"['kano', 'mexico city', 'algiers', 'london']","['kano', 'Ciudad de México', 'الجزائر العاصمة', 'london']","['Northern_Nigeria', 'Mexico', 'Algeria', 'UK']","['Africa', 'North America', 'Africa', 'Europe']",2,algiers
New-en-02,Algeria,Africa,What is the most popular chip/crisp flavour in Algeria?,ما هي نكهة الشيبس/الكريسب الأكثر شعبية في الجزائر؟,D,"['barbeque', 'salty', 'salted', 'original']","['barbeque', 'me gishiri', 'salted', 'طبيعي']","['US', 'Northern_Nigeria', 'UK', 'Algeria']","['North America', 'Africa', 'Europe', 'Africa']",3,original
New-en-04,Algeria,Africa,Who is a popular celebrity chef in Algeria?,من هو أشهر طباخ في الجزائر؟,A,"['rabah ourrad', 'nayanjyoti saikia', 'petretzikis', 'mekbib']","['رابح اوراد', 'নয়নজ্যোতি শইকীয়া', 'Πετρετζίκης', 'መክብብ']","['Algeria', 'Assam', 'Greece', 'Ethiopia']","['Africa', 'South Asia', 'Europe', 'Africa']",0,rabah ourrad
New-en-05,Algeria,Africa,Which food is a cost-effective and quick meal option in Algeria?,ما هو إسم الوجبة السريعة الاقتصادية في الجزائر؟,B,"['sambusa', 'karantika', 'gyro', 'indomie']","['ሳምቡሳ', 'كالانتيكا، كلنتيكا، كلانتيكا،قرنطيطة، القرنطيطة ، قرنتيتة،غارانتيتا، قرنتيتة', 'γύρος', 'indomie']","['Ethiopia', 'Algeria', 'Greece', 'Indonesia']","['Africa', 'Africa', 'Europe', 'South Asia']",1,karantika
New-en-07,Algeria,Africa,What are the most popular cooking shows in Algeria?,ما هي أشهر برامج الطبخ في الجزائر؟,C,"['kitchen', 'masterchef', 'top chef', 'mirtu gebeta']","['পাকঘৰ', 'MasterChef', 'توب شيف', 'ምርጡ ገበታ']","['Assam', 'Spain', 'Algeria', 'Ethiopia']","['South Asia', 'Europe', 'Africa', 'Africa']",2,top chef
New-en-08,Algeria,Africa,What is the most popular chocolate brand in Algeria?,ما هي أشهر ماركة شوكولاتة في الجزائر؟,D,"['galaxy', 'nestlé', 'silver queen', 'ambassadeur']","['ጋላክሲ', 'Nestlé', 'silver queen', 'اومباسادور']","['Ethiopia', 'Spain', 'Indonesia', 'Algeria']","['Africa', 'Europe', 'South Asia', 'Africa']",3,ambassadeur
New-en-10,Algeria,Africa,What is the most eaten cheese in Algeria?,ما هو الجبن الأكثر استهلاكا في الجزائر؟,A,"['cream cheese', 'amul', 'of cow', 'cheddar']","['الجبن الكريمي', 'আমূল', 'የላም', 'cheddar']","['Algeria', 'Assam', 'Ethiopia', 'UK']","['Africa', 'South Asia', 'Africa', 'Europe']",0,cream cheese
New-en-11,Algeria,Africa,What is the most disliked vegetable in Algeria?,ما هي الخضار االأقل  استحسانا بين الناس في الجزائر؟,B,"['broccoli', 'cardoon', 'sprouts', 'pumpkin']","['brokoli', 'الخرشوف', 'sprouts', 'ዱባ']","['Indonesia', 'Algeria', 'UK', 'Ethiopia']","['South Asia', 'Africa', 'Europe', 'Africa']",1,cardoon
New-en-17,Algeria,Africa,What are the most common cheering tools used by sports fans in Algeria?,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في الجزائر؟,C,"['chant', 'placard', 'sing', 'ball']","['σύνθημα', 'প্লেকাৰ্ড', 'الغناء', 'kwallo']","['Greece', 'Assam', 'Algeria', 'Northern_Nigeria']","['Europe', 'South Asia', 'Africa', 'Africa']",2,sing
New-en-18,Algeria,Africa,What do fans bring with them when attending a live game in Algeria?,ماذا الذي يجلبه المشجعون عند حضور مباراة مباشرة في الجزائر؟,D,"['scarf', 'national flag', 'banner', 'sign']","['κασκόλ', 'tutar kasa', 'spanduk', 'اللافتات']","['Greece', 'Northern_Nigeria', 'Indonesia', 'Algeria']","['Europe', 'Africa', 'South Asia', 'Africa']",3,sign
New-en-19,Algeria,Africa,What is the most well known sporting stadium in Algeria?,ما هو اسم أشهر ملعب رياضي في الجزائر؟,A,"['july 5 stadium', 'nehru', 'sani abacha', 'bernabéu']","['ملعب 5 جويلية', 'নেহেৰু', 'sani abacha', 'Bernabeu']","['Algeria', 'Assam', 'Northern_Nigeria', 'Spain']","['Africa', 'South Asia', 'Africa', 'Europe']",0,july 5 stadium
New-en-26,Algeria,Africa,What is the best recognized sporting chant in Algeria?,ما هو أشهر هتاف رياضي في الجزائر؟,B,"['oe', ""one, two, three, viva l'algérie"", 'ole-ole-ole-ole', 'football']","['oe', 'وان تو ثري فيفا لالجيري', 'ole-ole-ole-ole', 'ƙwallon ƙafa']","['Spain', 'Algeria', 'Indonesia', 'Northern_Nigeria']","['Europe', 'Africa', 'South Asia', 'Africa']",1,"one, two, three, viva l'algérie"
New-en-38,Algeria,Africa,Which industries are known for more flexible working hours in Algeria?,ماهي المهن المعروفة بساعات العمل المرنة في الجزائر؟,C,"['dairy industry', 'office', 'freelance professions', 'university']","['দুগ্ধ উদ্যোগ', 'office', 'المهن المستقلة', ""jami'a""]","['Assam', 'UK', 'Algeria', 'Northern_Nigeria']","['South Asia', 'Europe', 'Africa', 'Africa']",2,freelance professions
New-en-41,Algeria,Africa,Who is the most well known and successful entrepreneur in Algeria?,من هو أشهر وأنجح رائد أعمال في الجزائر؟,D,"['Alan Sugar', 'hartono', 'aliko ɗangote', 'issad rebrab']","['Alan Sugar', 'hartono', 'aliko ɗangote', 'يسعد ربراب']","['UK', 'Indonesia', 'Northern_Nigeria', 'Algeria']","['Europe', 'South Asia', 'Africa', 'Africa']",3,issad rebrab
New-en-47,Algeria,Africa,What can typically be found in the back garden of houses in Algeria?,ما الذي يمكن أن نجده عادة في حديقة المنزل الخلفية في الجزائر؟,A,"['tree', 'vegetable', 'fruit tree', 'flower beds']","['شجرة، أشجار، اشجار، شجر', 'አትክልት', 'meyvə ağacları', 'μπαχτσές']","['Algeria', 'Ethiopia', 'Azerbaijan', 'Greece']","['Africa', 'Africa', 'Western Asia', 'Europe']",0,tree
New-en-59,Algeria,Africa,Which country is the most popular destination for families from Algeria to emigrate to?,ما هو البلد التي تهاجر له أكثر العائلات الجزائريةا؟,B,"['germany', 'france', 'turkey', 'saudi arabia']","['Γερμανία', 'فرنسا', 'ترکیه', 'ሳውድአረቢያ']","['Greece', 'Algeria', 'Iran', 'Ethiopia']","['Europe', 'Africa', 'Western Asia', 'Africa']",1,france
New-en-69,Algeria,Africa,Which writers are commonly studied in literature class in Algeria?,من هم الكتّاب الذين تدرس أعمالهم في حصص الأدب في الجزائر؟,C,"['cervantes', 'nezāmi', 'mouloud feraoun', 'fiction']","['Cervantes', 'nizami', 'مولود فرعون', 'የልብ ወለድ']","['Spain', 'Azerbaijan', 'Algeria', 'Ethiopia']","['Europe', 'Western Asia', 'Africa', 'Africa']",2,mouloud feraoun
New-en-75,Algeria,Africa,"What is the average length of a semester in terms of weeks of teaching at universities in Algeria? (Provide Arabic numerals (e.g., 1) only.)",ما هو متوسط عدد أسابيع الفصل الدراسي في الجامعات الجزائرية؟ (استعمل الأرقام العربية فقط مثل 1.),D,"['20', '24', '16', '12']","['20', '24', '16', '12']","['Spain', 'Iran', 'Ethiopia', 'Algeria']","['Europe', 'Western Asia', 'Africa', 'Africa']",3,12
New-en-76,Algeria,Africa,Which airport in Algeria is the busiest during the holiday season?,ما هو المطار الأكثر ازدحامًا خلال موسم العطل في الجزائر؟,A,"['houari boumediene', 'heydar aliyev airport', 'bole', 'heathrow']","['هواري بومدين', 'heydər əliyev adına hava limanı', 'ቦሌ', 'heathrow']","['Algeria', 'Azerbaijan', 'Ethiopia', 'UK']","['Africa', 'Western Asia', 'Africa', 'Europe']",0,houari boumediene
New-en-79,Algeria,Africa,Which region of Algeria is well known for its theatrical performances?,ما هي المنطقة الجزائرية المعروفة بالعروض المسرحية؟,B,"['london', 'sidi bel abbès', 'tehran', 'addis abeba']","['london', 'سيدي بلعباس', 'تهران', 'አዲስ አበባ']","['UK', 'Algeria', 'Iran', 'Ethiopia']","['Europe', 'Africa', 'Western Asia', 'Africa']",1,sidi bel abbès
New-en-87,Algeria,Africa,What is the most famous historic landmark in Algeria?,ما هو أشهر معلم تاريخي في الجزائر؟,C,"['1821', 'maiden tower', 'timgad', ""king's palace""]","['1821', 'qız qalası', 'تمقاد', 'gidan makama']","['Greece', 'Azerbaijan', 'Algeria', 'Northern_Nigeria']","['Europe', 'Western Asia', 'Africa', 'Africa']",2,timgad
New-en-90,Algeria,Africa,What is the most famous hotel brand in Algeria?,ما هي أشهر علامة فندقية في الجزائر؟,D,"['espinas palace', 'hilton', 'daula hotel', 'sheraton']","['اسپیناس پالاس', 'Χίλτον', 'daula otal', 'شيراتون']","['Iran', 'Greece', 'Northern_Nigeria', 'Algeria']","['Western Asia', 'Europe', 'Africa', 'Africa']",3,sheraton
New-gr-13,Algeria,Africa,What is the most common morning drink in Algeria?,ما هو المشروب الصباحي الأكثر شيوعا في الجزائر؟,A,"['milk', 'coffee', 'millet or sorghum porridge', 'tea']","['الحليب', 'café', 'kunu', 'çay']","['Algeria', 'Spain', 'Northern_Nigeria', 'Azerbaijan']","['Africa', 'Europe', 'Africa', 'Western Asia']",0,milk
New-gr-15,Algeria,Africa,What is the most popular traditional dessert in Algeria?,ما هي أشهر حلوى تقليدية في الجزائر؟,B,"['rice pudding', 'baklava', 'biscuit', 'sholeh zard']","['arroz con leche', 'البقلاوة', 'alkaki', 'شله زرد']","['Spain', 'Algeria', 'Northern_Nigeria', 'Iran']","['Europe', 'Africa', 'Africa', 'Western Asia']",1,baklava
New-gr-29,Algeria,Africa,Which international sporting event is the most popular in Algeria?,ماهو الحدث الرياضي الدولي الأكثر شعبية في الجزائر؟,C,"['olympics', 'azerbaijan grand prix', 'world cup', 'football']","['olympics', 'formula 1 baki qran-prisi', 'كأس العالم', 'ƙwallon ƙafa']","['UK', 'Azerbaijan', 'Algeria', 'Northern_Nigeria']","['Europe', 'Western Asia', 'Africa', 'Africa']",2,world cup
New-gr-47,Algeria,Africa,"How long (in minutes) are typical work breaks in Algeria, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",ماهي مدة الراحة العادية (بالدقائق) في العمل بالجزائر، باستثناء فترات الغداء والعشاء؟ (قدم الأرقام بالأرقام العربية فقط مثلاً، 1).,D,"['60', '30', '15', '10']","['60', '30', '15', '10']","['UK', 'Iran', 'Northern_Nigeria', 'Algeria']","['Europe', 'Western Asia', 'Africa', 'Africa']",3,10
New-gr-58,Algeria,Africa,Which job is considered underpaid in Algeria?,ماهي الوظيفة التي  يعتبر أجرها منخفضا في الجزائر؟,A,"['cleaning worker', 'cleaning', 'teaching', 'cooks of the midday meal']","['عامل النظافة', 'ጽዳት', 'docencia', 'মধ্যাহ্ন ভোজনৰ ৰান্ধনিসকলৰ']","['Algeria', 'Ethiopia', 'Mexico', 'Assam']","['Africa', 'Africa', 'North America', 'South Asia']",0,cleaning worker
New-gr-82,Algeria,Africa,What is the most popular music genre among the elderly population in Algeria?,ما هو أكثر نوع موسيقي شعبية بين المسنين في الجزائر؟,B,"['dangdut', 'popular', 'memory', 'boleros']","['dangdut', 'الشعبي', 'ትዝታ', 'boleros']","['Indonesia', 'Algeria', 'Ethiopia', 'Mexico']","['South Asia', 'Africa', 'Africa', 'North America']",1,popular
New-gr-89,Algeria,Africa,What drink is usually offered at weddings in Algeria?,ما هو المشروب الذي يُقدم في الأعراس في الجزائر؟,C,"['champagne', 'tea', 'coffee', 'tela']","['champagne', 'চাহ', 'القهوة', 'ጠላ']","['US', 'Assam', 'Algeria', 'Ethiopia']","['North America', 'South Asia', 'Africa', 'Africa']",2,coffee
New-ha-07,Algeria,Africa,What food originated from Algeria and can be found all over the world?,ما هو الطعام الذي أصله من الجزائر ويمكن العثور عليه في جميع أنحاء العالم؟,D,"['burgers', 'fried rice', 'injera', 'couscous']","['burgers', 'nasi goreng', 'እንጀራ', 'الكسكسي']","['US', 'Indonesia', 'Ethiopia', 'Algeria']","['North America', 'South Asia', 'Africa', 'Africa']",3,couscous
New-ha-08,Algeria,Africa,What food is typically disliked by children but enjoyed by the elderly in Algeria?,ما هو الطعام الذي يكرهه الأطفال و يستمتع به كبار السن عادة في الجزائر؟,A,"['turnip', 'tuwo', 'rice flour', 'traditional mole sauce']","['اللفت', 'tuwo', 'পিঠাগুৰি', 'mole']","['Algeria', 'Northern_Nigeria', 'Assam', 'Mexico']","['Africa', 'Africa', 'South Asia', 'North America']",0,turnip
New-ha-09,Algeria,Africa,What cooking utensil is most commonly used in Algeria?,ما هي أداة الطبخ الأكثر استخداما في الجزائر؟,B,"['oil', 'pot', 'frying pan', 'fork']","['mai', 'القدر', 'wajan', 'tenedor']","['Northern_Nigeria', 'Algeria', 'Indonesia', 'Mexico']","['Africa', 'Africa', 'South Asia', 'North America']",1,pot
New-ha-13,Algeria,Africa,Which is the most popular vegetable in Algeria?,ما هو نوع الخضار الأكثر شعبية في الجزائر؟,C,"['lettuce', 'potato', 'potatoes', 'mustard greens']","['salak', 'potato', 'البطاطا', 'লাই শাক']","['Northern_Nigeria', 'US', 'Algeria', 'Assam']","['Africa', 'North America', 'Africa', 'South Asia']",2,potatoes
New-in-03,Algeria,Africa,What type of food from Algeria is typically served in restaurants overseas?,ما هي  الأطعمة الجزائرية  التي تقدم عادة في المطاعم الجزائرية في الخارج؟,D,"['fried rice', 'hibiscus tea', 'burgers', 'couscous']","['nasi goreng', 'zobo', 'burgers', 'الكسكسي']","['Indonesia', 'Northern_Nigeria', 'US', 'Algeria']","['South Asia', 'Africa', 'North America', 'Africa']",3,couscous
New-in-33,Algeria,Africa,What region in Algeria is usually associated with mining?,ماهي المنطقة الجزائرية المعروفة باستخراج المعادن؟,A,"['sahara', 'kalbajar', 'sonora', 'benshangul region']","['الصحراء', 'kəlbəcər', 'Sonora', 'ቤንሻንጉል']","['Algeria', 'Azerbaijan', 'Mexico', 'Ethiopia']","['Africa', 'Western Asia', 'North America', 'Africa']",0,sahara
New-in-34,Algeria,Africa,What region in Algeria is usually associated with oil?,ماهي المنطقة الجزائرية المعروفة بالنفط؟,B,"['somali region', 'hassi messaoud', 'southeast', 'south']","['ሱማሌ', 'حاسي مسعود', 'sureste', 'جنوب']","['Ethiopia', 'Algeria', 'Mexico', 'Iran']","['Africa', 'Africa', 'North America', 'Western Asia']",1,hassi messaoud
New-in-62,Algeria,Africa,What university in Algeria is popular because of its engineering major? (Provide the official name.), ما هي الجامعة الجزائرية المشهورة بتخصص الهندسة؟ (استعمل الاسم الرسمي.),C,"['mit', 'bahirdar', 'higher school of engineering', 'azerbaijan technical university']","['mit', 'ባህር ዳር', 'المدرسة الوطنية المتعددة التقنيات', 'azərbaycan texniki universiteti']","['US', 'Ethiopia', 'Algeria', 'Azerbaijan']","['North America', 'Africa', 'Africa', 'Western Asia']",2,higher school of engineering
New-in-63,Algeria,Africa,What university in Algeria is popular because of its school of medicine? (Provide the official name.), ما هي الجامعة الجزائرية المشهورة بتخصص الطب ؟ (استعمل الاسم الرسمي.),D,"['tehran', 'gondar', 'harvard medical school', 'algiers faculty of medicine']","['تهران', 'ጎንደር', 'harvard medical school', 'كلية الطب الزيانية']","['Iran', 'Ethiopia', 'US', 'Algeria']","['Western Asia', 'Africa', 'North America', 'Africa']",3,algiers faculty of medicine
