ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-as-76,Azerbaijan,Western Asia,What traditional games do families play during traditional holidays in Azerbaijan?,Azərbaycanda ənənəvi bayramlarda ailələr hansı ənənəvi oyunları oynayırlar?,B,"['congklak', 'egg tapping game', 'monopoly', 'dodgeball']","['congklak', 'yumurta toqquşdurmaq', 'monopoly', 'وسطی']","['Indonesia', 'Azerbaijan', 'US', 'Iran']","['South Asia', 'Western Asia', 'North America', 'Western Asia']",1,egg tapping game
New-as-80,Azerbaijan,Western Asia,What type of clothing do people from Azerbaijan wear during traditional festivals?,Azərbaycanlılar ənənəvi bayramlarda hansı geyimləri geyinirlər?,C,"['casual clothes', 'hooded cloak', 'traditional clothing', 'as usual']","['لباس عادي', 'البرنوس', 'milli geyimlər', '与平时一样']","['Iran', 'Algeria', 'Azerbaijan', 'China']","['Western Asia', 'Africa', 'Western Asia', 'East Asia']",2,traditional clothing
New-az-05,Azerbaijan,Western Asia,What is the most famous region for alcohol production in Azerbaijan?,Azərbaycanda spirtli içki istehsalı üçün ən məşhur bölgə hansıdır?,D,"['shiraz', 'andong', 'mascara', 'gazakh']","['شیراز', '안동', 'معسكر', 'Qazax']","['Iran', 'South_Korea', 'Algeria', 'Azerbaijan']","['Western Asia', 'East Asia', 'Africa', 'Western Asia']",3,gazakh
New-az-12,Azerbaijan,Western Asia,Which region in Azerbaijan is known for its seafood?,Azərbaycanda hansı bölgə dəniz məhsulları ilə məşhurdur?,A,"['lankaran', 'oromia', 'south', 'fujian']","['Lənkəran', 'ኦሮሚያ', 'جنوب', '福建']","['Azerbaijan', 'Ethiopia', 'Iran', 'China']","['Western Asia', 'Africa', 'Western Asia', 'East Asia']",0,lankaran
New-az-39,Azerbaijan,Western Asia,Which country is the most popular destination for students from Azerbaijan studying abroad?,Azərbaycanlı tələbələrin xaricdə təhsil üçün ən çox üstünlük verdikləri ölkə hansıdır?,B,"['america', 'turkey', 'usa', 'canada']","['አሜሪካ', 'türkiyə', '미국', 'کانادا']","['Ethiopia', 'Azerbaijan', 'South_Korea', 'Iran']","['Africa', 'Western Asia', 'East Asia', 'Western Asia']",1,turkey
New-ch-04,Azerbaijan,Western Asia,What kinds of food do people usually eat for late-night snacks in Azerbaijan?,Azərbaycanda insanlar gecə qəlyanaltıları üçün adətən hansı yeməkləri yeyirlər?,C,"['fried bean cake', 'corn', 'sweets', 'skewers']","['awara', 'ذرت مکزیکی', 'şirniyyat', '烧烤']","['Northern_Nigeria', 'Iran', 'Azerbaijan', 'China']","['Africa', 'Western Asia', 'Western Asia', 'East Asia']",2,sweets
New-ch-05,Azerbaijan,Western Asia,What is the most famous spicy dish in Azerbaijan?,Azərbaycanda ən məşhur acı yemək hansıdır?,D,"['buldak-bokkeum-myeon', 'bean dumplings', 'bandari sausage', 'cabbage roll']","['불닭볶음면', 'dan wake', 'سوسیس بندری', 'kələm dolması']","['South_Korea', 'Northern_Nigeria', 'Iran', 'Azerbaijan']","['East Asia', 'Africa', 'Western Asia', 'Western Asia']",3,cabbage roll
New-ch-08,Azerbaijan,Western Asia,What seasoning is indispensable in cooking in Azerbaijan?,Azərbaycan mətbəxində hansı ədviyyat əvəzolunmazdır?,A,"['salt', 'black pepper', 'pepper', 'turmeric']","['duz', 'فلفل اسود', 'πιπέρι', 'زردچوبه']","['Azerbaijan', 'Algeria', 'Greece', 'Iran']","['Western Asia', 'Africa', 'Europe', 'Western Asia']",0,salt
New-ch-14,Azerbaijan,Western Asia,What foods do people usually eat when they are sick in Azerbaijan?,Azərbaycanda insanlar xəstə olduqda adətən hansı yeməkləri yeyirlər?,B,"['soup', 'chicken soup', 'vegetable soup', 'broth']","['سوپ', 'toyuq supu', 'حساء الخضار', 'caldo']","['Iran', 'Azerbaijan', 'Algeria', 'Spain']","['Western Asia', 'Western Asia', 'Africa', 'Europe']",1,chicken soup
New-ch-15,Azerbaijan,Western Asia,What prepared/ready-to-eat food do people typically buy at supermarkets in Azerbaijan?,Azərbaycanda insanlar adətən supermarketlərdə hansı hazır yeməkləri alırlar?,C,"['curry', 'olivier salad', 'ready to eat salad', 'noodle']","['curry', 'الویه', 'hazır saladlar', 'نودلز']","['UK', 'Iran', 'Azerbaijan', 'Algeria']","['Europe', 'Western Asia', 'Western Asia', 'Africa']",2,ready to eat salad
New-ch-16,Azerbaijan,Western Asia,What is the most famous sports-related movie in Azerbaijan?,Azərbaycanda idmanla bağlı ən məşhur film hansıdır?,D,"['woman', 'mamma mia', 'captain tsubasa', 'namus']","['ሴት', 'Μάμα Μία', 'فوتبالیستها', 'namus']","['Ethiopia', 'Greece', 'Iran', 'Azerbaijan']","['Africa', 'Europe', 'Western Asia', 'Western Asia']",3,namus
New-ch-17,Azerbaijan,Western Asia,What extreme sport do people generally wish to try the most in Azerbaijan?,Azərbaycanda insanlar ən çox hansı ekstremal idman növünü sınamaq istəyirlər?,A,"['mountaineering', 'skydiving', 'skiing', 'soccer']","['dağçılıq', 'paracaidismo', 'اسکی', 'እግር ኳስ']","['Azerbaijan', 'Spain', 'Iran', 'Ethiopia']","['Western Asia', 'Europe', 'Western Asia', 'Africa']",0,mountaineering
New-ch-18,Azerbaijan,Western Asia,Which track and field event is the most popular to watch during competitions in Azerbaijan?,Azərbaycanda yarışlar zamanı hansı yüngül atletika yarışını izləmək ən populyardır?,B,"['discus throw', '100 metres', 'soccer', '100m']","['پرتاب دیسک', '100 metr qaçış', 'እግር ኳስ', '100m']","['Iran', 'Azerbaijan', 'Ethiopia', 'UK']","['Western Asia', 'Western Asia', 'Africa', 'Europe']",1,100 metres
New-ch-19,Azerbaijan,Western Asia,Which gymnastics event is the most popular to watch during competitions in Azerbaijan?,Azərbaycanda yarışlar zamanı ən çox hansı gimnastika tədbirinə baxılır?,C,"['vault', 'soccer', 'rhythmic gymnastics', 'ball']","['خرک', 'ποδόσφαιρο', 'bədii gimnastika', 'ƙwallon ƙafa']","['Iran', 'Greece', 'Azerbaijan', 'Northern_Nigeria']","['Western Asia', 'Europe', 'Western Asia', 'Africa']",2,rhythmic gymnastics
New-ch-27,Azerbaijan,Western Asia,Who is the most famous boxer in Azerbaijan?,Azərbaycanda ən məşhur boksçu kimdir?,D,"['poli diaz', 'muhammad ali', 'ehsan rouzbahani', 'aghasi aghayev']","['Poli Díaz', 'muhammad ali', 'احسان روزبهانی', 'ağası ağayev']","['Spain', 'Northern_Nigeria', 'Iran', 'Azerbaijan']","['Europe', 'Africa', 'Western Asia', 'Western Asia']",3,aghasi aghayev
New-ch-30,Azerbaijan,Western Asia,Who is the most famous track and field athlete in Azerbaijan?,Azərbaycanda ən məşhur atletika idmançısı kimdir?,A,"['ramil guliyev', 'hassan taftian', 'mo farah', 'teslim balogun']","['ramil quliyev', 'حسن تفتیان', 'mo farah', 'teslim balogun']","['Azerbaijan', 'Iran', 'UK', 'Northern_Nigeria']","['Western Asia', 'Western Asia', 'Europe', 'Africa']",0,ramil guliyev
New-ch-32,Azerbaijan,Western Asia,What office software do people typically use in the workplace in Azerbaijan?,Azərbaycanda iş yerlərində adətən hansı ofis proqramlarından istifadə edirlər?,B,"['ms office', 'excel', 'office', 'microsoft']","['ms office', 'excel', 'آفیس', 'مايكروسوفت']","['Mexico', 'Azerbaijan', 'Iran', 'Algeria']","['North America', 'Western Asia', 'Western Asia', 'Africa']",1,excel
New-ch-38,Azerbaijan,Western Asia,Which cities or regions are known for their import and export activities in Azerbaijan?,Azərbaycanda hansı şəhərlər və ya bölgələr idxal və ixrac fəaliyyətləri ilə tanınırlar?,C,"['new york city', 'bejaia', 'sumgait', 'chabahar']","['new york city', 'بجاية', 'sumqayıt', 'چابهار']","['US', 'Algeria', 'Azerbaijan', 'Iran']","['North America', 'Africa', 'Western Asia', 'Western Asia']",2,sumgait
New-ch-39,Azerbaijan,Western Asia,What platform is commonly used in the e-commerce industry in Azerbaijan?,Azərbaycanda elektron ticarət sənayesində ən çox hansı platformadan istifadə olunur?,D,"['digikala', 'amazon', 'alibaba', 'trendyol']","['دیجی کالا', 'Amazon', 'አሊባባ', 'trendyol']","['Iran', 'Mexico', 'Ethiopia', 'Azerbaijan']","['Western Asia', 'North America', 'Africa', 'Western Asia']",3,trendyol
New-ch-45,Azerbaijan,Western Asia,Which industries do young people typically choose to start businesses in Azerbaijan?,Gənclər Azərbaycanda adətən hansı sahələrdə biznes qurmağı seçirlər?,A,"['technology', 'minimum capital required', 'clothes', 'carpet store']","['texnologiya', 'አነስተኛ ካፒታል የሚፈልገውን', 'clothes', 'فرش فروشی']","['Azerbaijan', 'Ethiopia', 'US', 'Iran']","['Western Asia', 'Africa', 'North America', 'Western Asia']",0,technology
New-ch-49,Azerbaijan,Western Asia,What is the most common way for family members to communicate remotely in Azerbaijan?,Azərbaycanda ailə üzvlərinin uzaqdan ünsiyyət qurması üçün ən çox yayılmış yolu hansıdır?,B,"['cell phone', 'whatsapp call', 'description', 'video call']","['telefono celular', 'vatsap zəngi', 'whatsapp', 'تماس تصویری']","['Mexico', 'Azerbaijan', 'Northern_Nigeria', 'Iran']","['North America', 'Western Asia', 'Africa', 'Western Asia']",1,whatsapp call
New-ch-64,Azerbaijan,Western Asia,"How many hours of classes do university students typically have per week in Azerbaijan? (Provide Arabic numerals (e.g., 1) only.)","Azərbaycanda universitet tələbələrinə adətən həftədə neçə saat dərs keçirilir? (Yalnız ərəb rəqəmləri (məsələn, 1) göstərin.)",C,"['20', '12', '30', '8']","['20', '12', '30', '8']","['Iran', 'US', 'Azerbaijan', 'Northern_Nigeria']","['Western Asia', 'North America', 'Western Asia', 'Africa']",2,30
New-ch-70,Azerbaijan,Western Asia,What compulsory courses do university students have in common in Azerbaijan?,Azərbaycanda universitet tələbələrinin ortaq hansı məcburi kursları var?,D,"['language', 'family planning', 'environmental study', 'mathematics']","['اللغة', 'تنظیم خانواده', 'প\u200bৰিৱেশ অধ্যয়ণ', 'riyaziyyat']","['Algeria', 'Iran', 'Assam', 'Azerbaijan']","['Africa', 'Western Asia', 'South Asia', 'Western Asia']",3,mathematics
New-ch-72,Azerbaijan,Western Asia,Which major is considered most conducive to employment in Azerbaijan?,Azərbaycanda hansı ixtisasın işə düzəlməyə ən əlverişli olduğu düşünülür?,A,"['petroleum and gas engineering', 'computer science', 'engineering', 'medicine']","['neft və qaz mühəndisliyi', 'الإعلام الآلي، إعلام الآلي، اعلام الآلي، الاعلام الآلي', 'مهندسی', 'kedokteran']","['Azerbaijan', 'Algeria', 'Iran', 'Indonesia']","['Western Asia', 'Africa', 'Western Asia', 'South Asia']",0,petroleum and gas engineering
New-ch-73,Azerbaijan,Western Asia,What type of clubs are most popular among university students in Azerbaijan?,Azərbaycandakı universitet tələbələri arasında hansı tip klublar ən populyardır?,B,"['night club', 'sports', 'football clubs', 'football']","['নাইট ক্লাব', 'idman', 'የእግር ኳስ ክለቦች', 'فوتبال']","['Assam', 'Azerbaijan', 'Ethiopia', 'Iran']","['South Asia', 'Western Asia', 'Africa', 'Western Asia']",1,sports
New-ch-74,Azerbaijan,Western Asia,What types of accommodation do university students in Azerbaijan typically live in?,Azərbaycanda universitet tələbələri adətən hansı yaşayış yerlərində (məs. yataqxana) yaşayırlar?,C,"['dormitory', 'shared dormitory', 'home', 'boarding house']","['خوابگاه', 'የጋራ ዶርም', 'ev', 'kos']","['Iran', 'Ethiopia', 'Azerbaijan', 'Indonesia']","['Western Asia', 'Africa', 'Western Asia', 'South Asia']",2,home
New-ch-78,Azerbaijan,Western Asia,What leisure activities do retired women typically like in Azerbaijan?,Azərbaycanda təqaüdə çıxmış qadınlar adətən hansı asudə vaxt fəaliyyətlərini sevirlər?,D,"['cooking', 'business', 'doing embroidery', 'sewing']","['آشپزی', ""sana'a"", 'এমব্ৰইডেৰী ক\u200bৰা', 'tikmə']","['Iran', 'Northern_Nigeria', 'Assam', 'Azerbaijan']","['Western Asia', 'Africa', 'South Asia', 'Western Asia']",3,sewing
New-ch-79,Azerbaijan,Western Asia,What leisure activities do retired men typically like in Azerbaijan?,Azərbaycanda təqaüdə çıxmış kişilər adətən hansı asudə vaxt fəaliyyətlərini sevirlər?,A,"['playing backgammon', 'talking about politics', 'read newspaper', 'have a coffee']","['nərd', 'صحبت در مورد سیاست', 'karanta jarida', 'ngopi']","['Azerbaijan', 'Iran', 'Northern_Nigeria', 'Indonesia']","['Western Asia', 'Western Asia', 'Africa', 'South Asia']",0,playing backgammon
New-ch-80,Azerbaijan,Western Asia,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Azerbaijan?","Azərbaycanda insanlar adətən hansı bayramlarda dini yerləri (məbədlər, kilsələr və s.) ziyarət edirlər?",B,"['easter', 'greater eid', 'the first day of the lunar new year', 'friday']","['Πάσχα', 'qurban', '年初一', 'جمعه']","['Greece', 'Azerbaijan', 'China', 'Iran']","['Europe', 'Western Asia', 'East Asia', 'Western Asia']",1,greater eid
New-ch-81,Azerbaijan,Western Asia,What are the typical housewarming gifts in Azerbaijan?,Azərbaycanda adətən yeni evə köçənlərə nə hədiyyə edilir?,C,"['cash', 'plant/floor', 'household item', 'coin']","['现金', 'planta', 'məişət əşyaları', 'سکه']","['China', 'Spain', 'Azerbaijan', 'Iran']","['East Asia', 'Europe', 'Western Asia', 'Western Asia']",2,household item
New-ch-82,Azerbaijan,Western Asia,"At what time do weddings typically start in Azerbaijan? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Azərbaycanda toy mərasimləri adətən nə vaxt başlayır? (HH:MM formatında təqdim edin (məsələn, 18:00, 09:00).)",D,"['12:00', '14:00', '19:00', '18:00']","['12:00', '14:00', '19:00', '18:00']","['China', 'UK', 'Iran', 'Azerbaijan']","['East Asia', 'Europe', 'Western Asia', 'Western Asia']",3,18:00
New-ch-83,Azerbaijan,Western Asia,Which city in Azerbaijan hosts festivals the most?,Azərbaycanda hansı şəhər ən çox festival keçirir?,A,"['baku', 'athens', 'tehran', 'seoul']","['bakı', 'Αθήνα', 'تهران', '서울']","['Azerbaijan', 'Greece', 'Iran', 'South_Korea']","['Western Asia', 'Europe', 'Western Asia', 'East Asia']",0,baku
New-en-02,Azerbaijan,Western Asia,What is the most popular chip/crisp flavour in Azerbaijan?,Azərbaycanda ən populyar cips dadı hansıdır?,B,"['serrano ham', 'paprika', 'salt', 'salt vinegar']","['jamon serrano', 'qırmızı bibər', '소금', 'سرکه نمکی']","['Spain', 'Azerbaijan', 'South_Korea', 'Iran']","['Europe', 'Western Asia', 'East Asia', 'Western Asia']",1,paprika
New-en-04,Azerbaijan,Western Asia,Who is a popular celebrity chef in Azerbaijan?,Azərbaycanda ən məşhur aşpaz kimdir?,C,"['Gordon Ramsay', 'paik jong-won', 'chef yaver', 'saman golriz']","['Gordon Ramsay', '백종원', 'yavər usta', 'سامان گلریز']","['UK', 'South_Korea', 'Azerbaijan', 'Iran']","['Europe', 'East Asia', 'Western Asia', 'Western Asia']",2,chef yaver
New-en-05,Azerbaijan,Western Asia,Which food is a cost-effective and quick meal option in Azerbaijan?,Azərbaycanda hansı yemək sərfəli və tez hazırlanan yemək seçimidir?,D,"['shaxian delicacies', 'tacos', 'fried egg', 'doner kebab']","['沙县小吃', 'tacos', 'نیمرو', 'dönər']","['China', 'Mexico', 'Iran', 'Azerbaijan']","['East Asia', 'North America', 'Western Asia', 'Western Asia']",3,doner kebab
New-en-07,Azerbaijan,Western Asia,What are the most popular cooking shows in Azerbaijan?,Azərbaycanda ən məşhur aşpazlıq şouları hansılardır?,A,"['tasty bazaar', 'a bite of china', 'chopped', 'saman golriz program']","['dadlı bazar', '舌尖上的中国', 'chopped', 'برنامه سامان گلریز']","['Azerbaijan', 'China', 'US', 'Iran']","['Western Asia', 'East Asia', 'North America', 'Western Asia']",0,tasty bazaar
New-en-08,Azerbaijan,Western Asia,What is the most popular chocolate brand in Azerbaijan?,Azərbaycanda ən məşhur şokolad markası hansıdır?,B,"['ghana', 'roshen', 'shirin asal', 'abuelita']","['가나', 'roshen', 'شیرین عسل', 'Abuelita']","['South_Korea', 'Azerbaijan', 'Iran', 'Mexico']","['East Asia', 'Western Asia', 'Western Asia', 'North America']",1,roshen
New-en-10,Azerbaijan,Western Asia,What is the most eaten cheese in Azerbaijan?,Azərbaycanda ən çox yeyilən pendir hansıdır?,C,"['mozzarella cheese', 'tabrizi', 'white cheese', 'cheddar']","['모짜렐라 치즈', 'تبريزي', 'ağ pendir', 'cheddar']","['South_Korea', 'Iran', 'Azerbaijan', 'US']","['East Asia', 'Western Asia', 'Western Asia', 'North America']",2,white cheese
New-en-12,Azerbaijan,Western Asia,What food is most commonly found in food courts in Azerbaijan?,Azərbaycanda yeməkxanalarda ən çox hansı yeməklərə rast gəlinir?,D,"['pizza', 'chinese food', 'shengjian', 'kebab']","['پیتزا', 'চীনা খাদ্য', '生煎', 'kabab']","['Iran', 'Assam', 'China', 'Azerbaijan']","['Western Asia', 'South Asia', 'East Asia', 'Western Asia']",3,kebab
New-en-18,Azerbaijan,Western Asia,What do fans bring with them when attending a live game in Azerbaijan?,Azərbaycanda canlı oyuna gedən azarkeşlər özləri ilə nələr aparırlar?,A,"['flag', 'chips', 'banner', 'water']","['bayraq', 'چیپس', 'spanduk', '水']","['Azerbaijan', 'Iran', 'Indonesia', 'China']","['Western Asia', 'Western Asia', 'South Asia', 'East Asia']",0,flag
New-en-19,Azerbaijan,Western Asia,What is the most well known sporting stadium in Azerbaijan?,Azərbaycanda ən məşhur idman stadionu hansıdır?,B,"['nehru', 'tofiq bahramov stadium', 'sangam stadium', 'azadi stadium']","['নেহেৰু', 'tofiq bəhramov adına futbol stadionu', '서울월드컵경기장', 'استادیوم آزادی']","['Assam', 'Azerbaijan', 'South_Korea', 'Iran']","['South Asia', 'Western Asia', 'East Asia', 'Western Asia']",1,tofiq bahramov stadium
New-en-26,Azerbaijan,Western Asia,What is the best recognized sporting chant in Azerbaijan?,Azərbaycanda ən tanınmış idman nəğməsi hansıdır?,C,"['the great republic of korea', 'persepolis is superior to esteghlal', 'our marshal', 'ole-ole-ole-ole']","['대~한민국 짝짝짝짝짝', 'پرسپولیس، سرور استقلاله', 'marşalımız', 'ole-ole-ole-ole']","['South_Korea', 'Iran', 'Azerbaijan', 'Indonesia']","['East Asia', 'Western Asia', 'Western Asia', 'South Asia']",2,our marshal
New-en-38,Azerbaijan,Western Asia,Which industries are known for more flexible working hours in Azerbaijan?,Azərbaycanda hansı sahələr daha fleksibl iş saatları ilə tanınır?,D,"['universities', 'freelance job', 'sellers', 'business']","['universidades', 'شغل آزاد', 'πωλητές', 'biznes']","['Mexico', 'Iran', 'Greece', 'Azerbaijan']","['North America', 'Western Asia', 'Europe', 'Western Asia']",3,business
New-en-41,Azerbaijan,Western Asia,Who is the most well known and successful entrepreneur in Azerbaijan?,Azərbaycanda ən məşhur və uğurlu sahibkar kimdir?,A,"['mübariz mansimov', 'bill gates', 'seyyed mohammad mousavi', 'marinakis']","['mübariz mənsimov', 'bill gates', 'سید محمد موسوی', 'Μαρινάκης']","['Azerbaijan', 'US', 'Iran', 'Greece']","['Western Asia', 'North America', 'Western Asia', 'Europe']",0,mübariz mansimov
New-en-49,Azerbaijan,Western Asia,What is the name of the most famous family in Azerbaijan?,Azərbaycanda ən məşhur ailənin adı nədir?,B,"['derbez', 'pashayevs', 'borbon', 'pahlavi']","['Derbez', 'paşayevlər', 'Borbón', 'پهلوی']","['Mexico', 'Azerbaijan', 'Spain', 'Iran']","['North America', 'Western Asia', 'Europe', 'Western Asia']",1,pashayevs
New-en-50,Azerbaijan,Western Asia,What is the most common family name in Azerbaijan?,Azərbaycanda ən çox yayılmış soyad hansıdır?,C,"['smith', 'pérez', 'mammadov', 'mohammadi']","['smith', 'Pérez', 'məmmədov', 'محمدی']","['US', 'Spain', 'Azerbaijan', 'Iran']","['North America', 'Europe', 'Western Asia', 'Western Asia']",2,mammadov
New-en-59,Azerbaijan,Western Asia,Which country is the most popular destination for families from Azerbaijan to emigrate to?,Azərbaycandan olan ailələrin immiqrasiya etmək üçün ən populyar yeri hansı ölkədir?,D,"['turkey', 'spain', 'united states', 'russia']","['ترکیه', 'spain', 'Estados Unidos', 'rusiya']","['Iran', 'UK', 'Mexico', 'Azerbaijan']","['Western Asia', 'Europe', 'North America', 'Western Asia']",3,russia
New-en-69,Azerbaijan,Western Asia,Which writers are commonly studied in literature class in Azerbaijan?,Azərbaycanda ədəbiyyat dərsində adətən hansı yazıçılar öyrənilir?,A,"['nezāmi', 'jalal al-e ahmad', 'edgar allen poe', 'william shakespeare']","['nizami', 'جلال آل احمد', 'edgar allen poe', 'william shakespeare']","['Azerbaijan', 'Iran', 'US', 'UK']","['Western Asia', 'Western Asia', 'North America', 'Europe']",0,nezāmi
New-en-70,Azerbaijan,Western Asia,"How many school breaks are there in a year for high schools in Azerbaijan? (Provide Arabic numerals (e.g., 1) only.)","Azərbaycanda orta məktəblər üçün bir ildə neçə tətil var? (Yalnız ərəb rəqəmləri (məsələn, 1) göstərin.)",B,"['1', '2', '12', '3']","['1', '2', '12', '3']","['Iran', 'Azerbaijan', 'Assam', 'Greece']","['Western Asia', 'Western Asia', 'South Asia', 'Europe']",1,2
New-en-76,Azerbaijan,Western Asia,Which airport in Azerbaijan is the busiest during the holiday season?,Azərbaycanda hansı hava limanı bayram mövsümündə ən işləkdir?,C,"['eleftherios venizelos', 'soekarno-hatta airport', 'heydar aliyev airport', 'imam khomeini airport']","['Eλευθέριος Bενιζέλος', 'bandara soekarno-hatta', 'heydər əliyev adına hava limanı', 'فرودگاه امام خمینی']","['Greece', 'Indonesia', 'Azerbaijan', 'Iran']","['Europe', 'South Asia', 'Western Asia', 'Western Asia']",2,heydar aliyev airport
New-en-79,Azerbaijan,Western Asia,Which region of Azerbaijan is well known for its theatrical performances?,Azərbaycanın hansı bölgəsi teatr tamaşaları ilə məşhurdur?,D,"['jorhat', 'madrid', 'tehran', 'baku']","['যোৰহাট', 'Madrid', 'تهران', 'bakı']","['Assam', 'Spain', 'Iran', 'Azerbaijan']","['South Asia', 'Europe', 'Western Asia', 'Western Asia']",3,baku
New-en-87,Azerbaijan,Western Asia,What is the most famous historic landmark in Azerbaijan?,Azərbaycanda ən məşhur tarixi abidə hansıdır?,A,"['maiden tower', 'the alhambra', 'persepolis', 'national monument']","['qız qalası', 'La Alhambra', 'پرسپولیس', 'monumen nasional']","['Azerbaijan', 'Spain', 'Iran', 'Indonesia']","['Western Asia', 'Europe', 'Western Asia', 'South Asia']",0,maiden tower
New-en-90,Azerbaijan,Western Asia,What is the most famous hotel brand in Azerbaijan?,Azərbaycanda ən məşhur otel brendi hansıdır?,B,"['espinas palace', 'hilton hotel', 'premier inn', 'taj hotel']","['اسپیناس پالاس', 'hilton otel', 'premier inn', 'তাজ']","['Iran', 'Azerbaijan', 'UK', 'Assam']","['Western Asia', 'Western Asia', 'Europe', 'South Asia']",1,hilton hotel
New-gr-05,Azerbaijan,Western Asia,What is the most popular grab-and-go breakfast option in Azerbaijan?,Azərbaycanda ən populyar teykaut səhər yeməyi seçimi nədir?,C,"['bread', 'cereal', 'sandwich', 'bread cheese walnut']","['roti', 'cereal', 'sendviç', 'نون پنیر گردو']","['Indonesia', 'UK', 'Azerbaijan', 'Iran']","['South Asia', 'Europe', 'Western Asia', 'Western Asia']",2,sandwich
New-gr-06,Azerbaijan,Western Asia,What is the most popular food in Azerbaijan among young people?,Azərbaycanda gənclər arasında ən populyar yemək hansıdır?,D,"['fast food', 'tacos', 'chinese food', 'doner kebab']","['فست فود', 'tacos', 'চাইনিজ খাদ্য, চাইনীজ ফাষ্ট ফুড', 'dönər']","['Iran', 'Mexico', 'Assam', 'Azerbaijan']","['Western Asia', 'North America', 'South Asia', 'Western Asia']",3,doner kebab
New-gr-15,Azerbaijan,Western Asia,What is the most popular traditional dessert in Azerbaijan?,Azərbaycanda ən məşhur ənənəvi desert hansıdır?,A,"['dessert made of filo pastry sheets', 'iced fruit', 'rice pudding', 'sholeh zard']","['paxlava', 'es buah', 'arroz con leche', 'شله زرد']","['Azerbaijan', 'Indonesia', 'Mexico', 'Iran']","['Western Asia', 'South Asia', 'North America', 'Western Asia']",0,dessert made of filo pastry sheets
New-gr-24,Azerbaijan,Western Asia,What is the most popular track and field sport in Azerbaijan?,Azərbaycanda ən populyar atletika idman növü hansıdır?,B,"['discus throw', 'track and field', 'race', 'sprint']","['پرتاب دیسک', 'yüngül atletika', 'দৌৰ', 'sprint']","['Iran', 'Azerbaijan', 'Assam', 'US']","['Western Asia', 'Western Asia', 'South Asia', 'North America']",1,track and field
New-gr-29,Azerbaijan,Western Asia,Which international sporting event is the most popular in Azerbaijan?,Azərbaycanda hansı beynəlxalq idman yarışması ən populyardır?,C,"['fifa world cup', 'soccer', 'azerbaijan grand prix', 'olympics']","['جام جهانی فوتبال', 'sepakbola', 'formula 1 baki qran-prisi', 'olympics']","['Iran', 'Indonesia', 'Azerbaijan', 'US']","['Western Asia', 'South Asia', 'Western Asia', 'North America']",2,azerbaijan grand prix
New-gr-58,Azerbaijan,Western Asia,Which job is considered underpaid in Azerbaijan?,Azərbaycanda hansı iş az maaşlı hesab olunur?,D,"['cleaner', 'cleaning worker', 'labor', 'teaching']","['清洁工', 'عامل النظافة', 'کارگری', 'müəllimlik']","['China', 'Algeria', 'Iran', 'Azerbaijan']","['East Asia', 'Africa', 'Western Asia', 'Western Asia']",3,teaching
New-gr-82,Azerbaijan,Western Asia,What is the most popular music genre among the elderly population in Azerbaijan?,Azərbaycanda yaşlı əhali arasında ən populyar musiqi janrı hansıdır?,A,"['traditional azerbaijani music', 'popular', 'traditional', 'trot']","['muğam', 'الشعبي', 'سنتي', '트로트']","['Azerbaijan', 'Algeria', 'Iran', 'South_Korea']","['Western Asia', 'Africa', 'Western Asia', 'East Asia']",0,traditional azerbaijani music
New-gr-89,Azerbaijan,Western Asia,What drink is usually offered at weddings in Azerbaijan?,Azərbaycanda toy mərasimlərində adətən hansı içki təklif olunur?,B,"['bai', 'araq', 'juice', 'tela']","['白酒', 'araq', 'شربت', 'ጠላ']","['China', 'Azerbaijan', 'Iran', 'Ethiopia']","['East Asia', 'Western Asia', 'Western Asia', 'Africa']",1,araq
New-ha-07,Azerbaijan,Western Asia,What food originated from Azerbaijan and can be found all over the world?,Hansı yemək Azərbaycandan qaynaqlanır və dünyanın hər yerində tapıla bilər?,C,"['pork belly', 'injera', 'dolma', 'kebab']","['삼겹살', 'እንጀራ', 'dolma', 'کباب']","['South_Korea', 'Ethiopia', 'Azerbaijan', 'Iran']","['East Asia', 'Africa', 'Western Asia', 'Western Asia']",2,dolma
New-ha-08,Azerbaijan,Western Asia,What food is typically disliked by children but enjoyed by the elderly in Azerbaijan?,"Azərbaycanda uşaqlar tərəfindən adətən xoşlanılmayan, lakin yaşlılar tərəfindən sevilən yemək hansıdır?",D,"['tuwo', 'abgoosht', 'eight-treasure porridge', 'dovga']","['tuwo', 'آبگوشت', '八宝粥', 'dovğa']","['Northern_Nigeria', 'Iran', 'China', 'Azerbaijan']","['Africa', 'Western Asia', 'East Asia', 'Western Asia']",3,dovga
New-ha-09,Azerbaijan,Western Asia,What cooking utensil is most commonly used in Azerbaijan?,Azərbaycanda ən çox hansı yemək qabından istifadə olunur?,A,"['plate', 'gas', 'oil', 'spatula']","['boşqab', 'گاز', 'mai', '주걱']","['Azerbaijan', 'Iran', 'Northern_Nigeria', 'South_Korea']","['Western Asia', 'Western Asia', 'Africa', 'East Asia']",0,plate
