ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-am-04,Indonesia,South Asia,What is the most popular dipping sauce in Indonesia?,Apa saus cocolan yang paling populer di Indonesia?,A,"['abc chili sauce', 'shiro', 'soy sauce', 'mint chutney']","['sambal abc', 'ሽሮ ወጥ', '酱油', 'পুদিনা চাটনি']","['Indonesia', 'Ethiopia', 'China', 'Assam']","['South Asia', 'Africa', 'East Asia', 'South Asia']",0,abc chili sauce
New-am-15,Indonesia,South Asia,What food is usually prepared when mothers give birth in Indonesia?,Makanan apa yang biasanya disiapkan ketika seorang ibu melahirkan di Indonesia?,B,"['taro leaves', 'ginger tea', 'porridge', 'miyuk guk']","['কচু শাক', 'teh jahe', 'ገንፎ', '미역국']","['Assam', 'Indonesia', 'Ethiopia', 'South_Korea']","['South Asia', 'South Asia', 'Africa', 'East Asia']",1,ginger tea
New-am-27,Indonesia,South Asia,Who is the most popular female sportperson in Indonesia?,Siapa olahragawan wanita paling populer di Indonesia?,C,"['hima das', 'guo jingjing', 'susi susanti', 'rahama sadau']","['হিমা দাস', '郭晶晶', 'susi susanti', 'rahama sadau']","['Assam', 'China', 'Indonesia', 'Northern_Nigeria']","['South Asia', 'East Asia', 'South Asia', 'Africa']",2,susi susanti
New-am-41,Indonesia,South Asia,"In Indonesia, at which grade level do students take their first national-level examination?","Di Indonesia, di kelas berapa siswa mengikuti ujian nasional pertama kali?",D,"['after primary', '5', 'high school 3rd grade', '6th grade of elementary school']","['gama firamare', '5', '고등학교 3학년', 'kelas 6 sd']","['Northern_Nigeria', 'Assam', 'South_Korea', 'Indonesia']","['Africa', 'South Asia', 'East Asia', 'South Asia']",3,6th grade of elementary school
New-am-53,Indonesia,South Asia,Which region in Indonesia is widely known for its coffee/tea industry?,Wilayah mana di Indonesia yang dikenal dengan industri kopi/tehnya?,A,"['sumatra', 'sahara', 'athens', 'dibrugarh']","['sumatra', 'الصحراء', 'Αθήνα', 'ডিব্ৰুগড়']","['Indonesia', 'Algeria', 'Greece', 'Assam']","['South Asia', 'Africa', 'Europe', 'South Asia']",0,sumatra
New-am-54,Indonesia,South Asia,Which region in Indonesia is widely known for its livestock industry?,Wilayah mana di Indonesia yang dikenal dengan industri peternakannya?,B,"['djelfa', 'east java', 'galicia', 'nagaon']","['الجلفة', 'jawa timur', 'galicia', 'নগাঁও']","['Algeria', 'Indonesia', 'Spain', 'Assam']","['Africa', 'South Asia', 'Europe', 'South Asia']",1,east java
New-am-72,Indonesia,South Asia,What is the most popular comic book for children to read in Indonesia?,Apa komik untuk anak-anak yang paling populer di Indonesia?,C,"['kalila et dimna', 'rongmon', 'doraemon', 'beano']","['قصص كليلة و دمنة', 'ৰংমন\u200b', 'doraemon', 'beano']","['Algeria', 'Assam', 'Indonesia', 'UK']","['Africa', 'South Asia', 'South Asia', 'Europe']",2,doraemon
New-am-73,Indonesia,South Asia,What is the most popular YouTube channel for children in Indonesia?,Apa saluran YouTube paling populer untuk anak-anak di Indonesia?,D,"['ethiopia children', 'with music videos', 'pogo', 'pink fong']","['የኢትዮጵያ ልጆች', 'με βιντεάκια μουσικής', 'পগ\u200b', 'pink fong']","['Ethiopia', 'Greece', 'Assam', 'Indonesia']","['Africa', 'Europe', 'South Asia', 'South Asia']",3,pink fong
New-am-74,Indonesia,South Asia,What is the most popular talk show in Indonesia?,Apa acara talk show paling populer di Indonesia?,A,"['mata najwa', 'el hormiguero', 'arehibu', 'dristipat']","['mata najwa', 'el hormiguero', 'አርሂቡ', 'দৃষ্টিপাত']","['Indonesia', 'Spain', 'Ethiopia', 'Assam']","['South Asia', 'Europe', 'Africa', 'South Asia']",0,mata najwa
New-am-77,Indonesia,South Asia,What is the most famous religious holiday in Indonesia?,Apa hari raya keagamaan yang paling terkenal di Indonesia?,B,"['easter', 'eid al-fitr', 'christmas', ""sankardev's death anniversary""]","['ትንሳየ', 'idul fitri', 'christmas', 'শংক\u200bৰদেৱৰ তিথি']","['Ethiopia', 'Indonesia', 'UK', 'Assam']","['Africa', 'South Asia', 'Europe', 'South Asia']",1,eid al-fitr
New-am-81,Indonesia,South Asia,"What is the busiest month for weddings in Indonesia? (Provide Arabic numerals (e.g., 1) only.)","Di bulan apa biasanya pernikahan paling banyak diadakan di Indonesia? (Berikan angka Arab (misalnya, 1) saja.)",C,"['10', '8', '9', '12']","['10', '8', '9', '12']","['Assam', 'Greece', 'Indonesia', 'Northern_Nigeria']","['South Asia', 'Europe', 'South Asia', 'Africa']",2,9
New-am-83,Indonesia,South Asia,What is the most popular traditional musical instrument in Indonesia?,Apa alat musik tradisional yang paling populer di Indonesia?,D,"['guitar', 'drum', 'dhol', 'angklung']","['guitarra', 'ganga', 'ঢোল', 'angklung']","['Spain', 'Northern_Nigeria', 'Assam', 'Indonesia']","['Europe', 'Africa', 'South Asia', 'South Asia']",3,angklung
New-as-07,Indonesia,South Asia,What is the most popular dish cooked with fish in Indonesia?,Apa hidangan paling populer yang dimasak dengan bahan ikan di Indonesia?,A,"['grilled fish', 'sour fish curry', 'dambo', 'fish & chips']","['ikan bakar', 'মাছ\u200bৰ টেঙা', 'dambu', 'fish & chips']","['Indonesia', 'Assam', 'Northern_Nigeria', 'UK']","['South Asia', 'South Asia', 'Africa', 'Europe']",0,grilled fish
New-as-14,Indonesia,South Asia,What food do people from Indonesia like to eat during rainy weather?,Makanan apa yang disukai orang Indonesia untuk dimakan saat cuaca hujan?,B,"['a traditional soup or stew made of pork and corn', 'meatball', 'fritter', 'lentils']","['pozole', 'bakso', 'পকোৰা', 'العدس']","['Mexico', 'Indonesia', 'Assam', 'Algeria']","['North America', 'South Asia', 'South Asia', 'Africa']",1,meatball
New-as-15,Indonesia,South Asia,What drink is commonly consumed in Indonesia when the weather is hot?,Minuman apa yang umumnya dikonsumsi di Indonesia ketika cuaca panas?,C,"['lemon water', 'juice', 'iced tea', 'lemonade']","['নেমুপানী', 'العصير', 'es teh', 'lemonade']","['Assam', 'Algeria', 'Indonesia', 'US']","['South Asia', 'Africa', 'South Asia', 'North America']",2,iced tea
New-as-20,Indonesia,South Asia,What is the most popular indoor sport in Indonesia?,Apa olahraga dalam ruangan yang paling populer di Indonesia?,D,"['basketball', 'boxing', 'ludo', 'badminton']","['basketball', 'ቦክስ', 'লুডু', 'badminton']","['Mexico', 'Ethiopia', 'Assam', 'Indonesia']","['North America', 'Africa', 'South Asia', 'South Asia']",3,badminton
New-as-30,Indonesia,South Asia,What sport do women in Indonesia like to watch?,Olahraga apa yang gemar ditonton oleh wanita di Indonesia?,A,"['badminton', 'soccer', 'american football', 'football']","['bulutangkis', 'እግር ኳስ', 'american football', 'ফুটবল']","['Indonesia', 'Ethiopia', 'US', 'Assam']","['South Asia', 'Africa', 'North America', 'South Asia']",0,badminton
New-as-58,Indonesia,South Asia,What is the most popular beverage that people from Indonesia like to drink in their workplace?,Apa minuman paling populer yang disukai oleh orang-orang Indonesia untuk diminum di tempat kerja mereka?,B,"['tea', 'coffee', 'millet porridge', 'coca cola']","['চাহ', 'kopi', 'fura', 'coca cola']","['Assam', 'Indonesia', 'Northern_Nigeria', 'Mexico']","['South Asia', 'South Asia', 'Africa', 'North America']",1,coffee
New-as-64,Indonesia,South Asia,On which holiday do all family members tend to reunite in Indonesia?,Pada hari libur apa semua anggota keluarga biasanya berkumpul di Indonesia?,C,"['bihu', 'eid holiday', 'eid al-fitr', 'thanksgiving']","['বিহু', 'hutun sallah', 'idul fitri', 'thanksgiving']","['Assam', 'Northern_Nigeria', 'Indonesia', 'US']","['South Asia', 'Africa', 'South Asia', 'North America']",2,eid al-fitr
New-as-76,Indonesia,South Asia,What traditional games do families play during traditional holidays in Indonesia?,Permainan tradisional apa yang dimainkan selama hari libur tradisional oleh keluarga di Indonesia?,D,"['breaking the pot', 'hide and seek', 'egg tapping game', 'congklak']","['টেকেলী ভঙা', 'الغميضة', 'yumurta toqquşdurmaq', 'congklak']","['Assam', 'Algeria', 'Azerbaijan', 'Indonesia']","['South Asia', 'Africa', 'Western Asia', 'South Asia']",3,congklak
New-as-80,Indonesia,South Asia,What type of clothing do people from Indonesia wear during traditional festivals?,Jenis pakaian apa yang dikenakan oleh orang-orang Indonesia saat festival tradisional?,A,"['kebaya', 'sador mekhela', 'casual clothes', 'hooded cloak']","['kebaya', 'চাদৰ মেখেলা', 'لباس عادي', 'البرنوس']","['Indonesia', 'Assam', 'Iran', 'Algeria']","['South Asia', 'South Asia', 'Western Asia', 'Africa']",0,kebaya
New-as-89,Indonesia,South Asia,What traditional festival accessories do people from Indonesia wear?,Apa aksesori festival tradisional yang biasa dikenakan oleh orang-orang di Indonesia?,B,"['head covering', 'peci', 'sador mekhela', 'gold']","['milli baş örtükləri', 'peci', 'চাদৰ মেখেলা', 'ወርቅ']","['Azerbaijan', 'Indonesia', 'Assam', 'Ethiopia']","['Western Asia', 'South Asia', 'South Asia', 'Africa']",1,peci
New-az-05,Indonesia,South Asia,What is the most famous region for alcohol production in Indonesia?,Wilayah apa yang paling dikenal dengan produksi alkohol di Indonesia?,C,"['addis abeba', 'shiraz', 'bali', 'karbi anglong']","['አዲስ አበባ', 'شیراز', 'bali', 'কাৰ্বি আংলং']","['Ethiopia', 'Iran', 'Indonesia', 'Assam']","['Africa', 'Western Asia', 'South Asia', 'South Asia']",2,bali
New-az-12,Indonesia,South Asia,Which region in Indonesia is known for its seafood?,Wilayah mana di Indonesia yang terkenal dengan makanan lautnya?,D,"['yobe', 'lankaran', 'nagaon', 'sulawesi']","['yobe', 'Lənkəran', 'নগাঁও', 'sulawesi']","['Northern_Nigeria', 'Azerbaijan', 'Assam', 'Indonesia']","['Africa', 'Western Asia', 'South Asia', 'South Asia']",3,sulawesi
New-az-26,Indonesia,South Asia,Who is the most popular martial arts player in Indonesia?,Siapa pemain bela diri paling populer di Indonesia?,A,"['iko uwais', 'dharmeswar haloi', 'hadi saei', 'the number 20']","['iko uwais', 'ধৰ্মেশ্ৱৰ হালৈ', 'هادی ساعی', 'shagun dan tagayi']","['Indonesia', 'Assam', 'Iran', 'Northern_Nigeria']","['South Asia', 'South Asia', 'Western Asia', 'Africa']",0,iko uwais
New-az-60,Indonesia,South Asia,"In Indonesia, who takes care of kids when both parents are working?","Di Indonesia, siapa yang mengurus anak-anak ketika kedua orang tuanya sedang bekerja?",B,"['nanny', 'housemaid', 'grandparents', 'grandmother-grandfather']","['保姆', 'pembantu', 'παππούδες', 'আইতাক-ককাক']","['China', 'Indonesia', 'Greece', 'Assam']","['East Asia', 'South Asia', 'Europe', 'South Asia']",1,housemaid
New-ch-01,Indonesia,South Asia,What kind of meat do people usually eat when they have barbecue in Indonesia?,Jenis daging apa yang biasanya orang makan saat mereka melakukan barbekyu di Indonesia?,C,"['pork', 'chops', 'beef', 'chicken']","['猪肉', 'chuletas', 'daging sapi', 'মুৰ্গী']","['China', 'Spain', 'Indonesia', 'Assam']","['East Asia', 'Europe', 'South Asia', 'South Asia']",2,beef
New-ch-04,Indonesia,South Asia,What kinds of food do people usually eat for late-night snacks in Indonesia?,Jenis makanan apa yang biasanya orang makan untuk camilan larut malam di Indonesia?,D,"['rice', 'skewers', 'chips', 'sweet indonesian pancake']","['ভাত', '烧烤', 'chips', 'martabak manis']","['Assam', 'China', 'UK', 'Indonesia']","['South Asia', 'East Asia', 'Europe', 'South Asia']",3,sweet indonesian pancake
New-ch-05,Indonesia,South Asia,What is the most famous spicy dish in Indonesia?,Apa masakan pedas yang paling terkenal di Indonesia?,A,"['chili paste', 'meat', 'pork stir fry', 'buldak-bokkeum-myeon']","['sambal', 'মাংস\u200b', 'χοιρινή τηγανιά', '불닭볶음면']","['Indonesia', 'Assam', 'Greece', 'South_Korea']","['South Asia', 'South Asia', 'Europe', 'East Asia']",0,chili paste
New-ch-07,Indonesia,South Asia,What food items do people typically pair with hard liquor in Indonesia?,Makanan apa yang biasanya dipadukan dengan minuman keras di Indonesia?,B,"['pea', 'fried peanuts', 'dried fruits/nuts', 'raw fish']","['বুট', 'kacang goreng', 'frutos secos', '회']","['Assam', 'Indonesia', 'Spain', 'South_Korea']","['South Asia', 'South Asia', 'Europe', 'East Asia']",1,fried peanuts
New-ch-09,Indonesia,South Asia,What food do people typically consume when the weather is cold in Indonesia?,Makanan apa yang biasanya dikonsumsi orang-orang ketika cuaca dingin di Indonesia?,C,"['fish-shaped bread', 'hot rice', 'noodle soup', 'stew']","['붕어빵', 'গ\u200bৰম ভাত', 'mie kuah', 'stew']","['South_Korea', 'Assam', 'Indonesia', 'UK']","['East Asia', 'South Asia', 'South Asia', 'Europe']",2,noodle soup
New-ch-13,Indonesia,South Asia,What is the most famous alcohol brand in Indonesia?,Apa merek alkohol paling terkenal di Indonesia?,D,"['moutai liquor', 'corona', 'number one', 'bir bintang']","['茅台酒', 'Corona', 'নম্বৰ ওৱান', 'bir bintang']","['China', 'Mexico', 'Assam', 'Indonesia']","['East Asia', 'North America', 'South Asia', 'South Asia']",3,bir bintang
New-ch-15,Indonesia,South Asia,What prepared/ready-to-eat food do people typically buy at supermarkets in Indonesia?,Makanan apa yang biasanya dibeli orang-orang di supermarket di Indonesia yang sudah siap saji atau siap dimakan?,A,"['fried chicken', 'instant noodles', 'frozen pizza', 'biscuit']","['ayam goreng', '方便面', 'frozen pizza', 'বিস্কুট']","['Indonesia', 'China', 'US', 'Assam']","['South Asia', 'East Asia', 'North America', 'South Asia']",0,fried chicken
New-ch-16,Indonesia,South Asia,What is the most famous sports-related movie in Indonesia?,Apa film bertema olahraga yang paling terkenal di Indonesia?,B,"['run milkha run', 'garuda di dadaku', 'rocky', 'take off']","['ভাগ মিলখা ভাগ', 'garuda di dadaku', 'rocky', '국가대표']","['Assam', 'Indonesia', 'Mexico', 'South_Korea']","['South Asia', 'South Asia', 'North America', 'East Asia']",1,garuda di dadaku
New-ch-17,Indonesia,South Asia,What extreme sport do people generally wish to try the most in Indonesia?,Olahraga ekstrem apa yang paling ingin dicoba oleh kebanyakan orang di Indonesia?,C,"['cricket', 'bungy jumping', 'bungee jumping', 'skydiving']","['ক্ৰিকেট', '번지 점프', 'bungee jumping', 'skydiving']","['Assam', 'South_Korea', 'Indonesia', 'US']","['South Asia', 'East Asia', 'South Asia', 'North America']",2,bungee jumping
New-ch-18,Indonesia,South Asia,Which track and field event is the most popular to watch during competitions in Indonesia?,Cabang atletik mana yang paling populer untuk ditonton selama kompetisi di Indonesia?,D,"['race', '100 metres', 'hurdling', 'badminton']","['দৌৰ', '100 metr qaçış', '跨栏', 'badminton']","['Assam', 'Azerbaijan', 'China', 'Indonesia']","['South Asia', 'Western Asia', 'East Asia', 'South Asia']",3,badminton
New-ch-19,Indonesia,South Asia,Which gymnastics event is the most popular to watch during competitions in Indonesia?,Perlombaan senam apa yang paling populer untuk ditonton selama kompetisi di Indonesia?,A,"['rhytmic exercise', 'ground exercise', 'vault', 'floor exercise']","['skj', 'মাটিআখৰা', 'خرک', '自由体操']","['Indonesia', 'Assam', 'Iran', 'China']","['South Asia', 'South Asia', 'Western Asia', 'East Asia']",0,rhytmic exercise
New-ch-23,Indonesia,South Asia,Who is the most famous table tennis player in Indonesia?,Siapa pemain tenis meja paling terkenal di Indonesia?,B,"['zaur jalil', 'anton suseno', 'monalisa boruwa mehta', 'hyun jung-hwa']","['zaur cəlil', 'anton suseno', 'মনালিচা বৰুৱা মেহতা', '현정화']","['Azerbaijan', 'Indonesia', 'Assam', 'South_Korea']","['Western Asia', 'South Asia', 'South Asia', 'East Asia']",1,anton suseno
New-ch-27,Indonesia,South Asia,Who is the most famous boxer in Indonesia?,Siapa petinju paling terkenal di Indonesia?,C,"['hong soo-hwan', 'lovlina borgohain', 'chris john', 'ehsan rouzbahani']","['홍수환', 'লাভলীনা বৰগোঁহাই', 'chris john', 'احسان روزبهانی']","['South_Korea', 'Assam', 'Indonesia', 'Iran']","['East Asia', 'South Asia', 'South Asia', 'Western Asia']",2,chris john
New-ch-30,Indonesia,South Asia,Who is the most famous track and field athlete in Indonesia?,Siapa atlet atletik yang paling terkenal di Indonesia?,D,"['tentoglou', 'hima das', 'ana gabriela guevara', 'm zohri']","['Τεντόγλου', 'হিমা দাস', 'Ana Guevara', 'muhammad zohri']","['Greece', 'Assam', 'Mexico', 'Indonesia']","['Europe', 'South Asia', 'North America', 'South Asia']",3,m zohri
New-ch-32,Indonesia,South Asia,What office software do people typically use in the workplace in Indonesia?,Perangkat lunak kantor apa yang biasanya digunakan orang-orang di tempat kerja di Indonesia?,A,"['email', 'microsoft office', 'ms office', 'microsoft word']","['email', 'ms office', 'এম এচ অফিচ', 'microsoft word']","['Indonesia', 'Greece', 'Assam', 'US']","['South Asia', 'Europe', 'South Asia', 'North America']",0,email
New-ch-38,Indonesia,South Asia,Which cities or regions are known for their import and export activities in Indonesia?,Kota atau wilayah mana saja yang dikenal dengan kegiatan impor dan ekspor di Indonesia?,B,"['monterrey', 'jakarta', 'guwahati', 'barcelona']","['Monterrey', 'jakarta', 'গুৱাহাটী', 'Barcelona']","['Mexico', 'Indonesia', 'Assam', 'Spain']","['North America', 'South Asia', 'South Asia', 'Europe']",1,jakarta
New-ch-45,Indonesia,South Asia,Which industries do young people typically choose to start businesses in Indonesia?,Di industri apa biasanya para pemuda memilih untuk memulai bisnis di Indonesia?,C,"['tourism', 'textile industry', 'retail', 'clothes']","['turismo', 'বস্ত্ৰ শিল্প\u200b', 'retail', 'clothes']","['Spain', 'Assam', 'Indonesia', 'US']","['Europe', 'South Asia', 'South Asia', 'North America']",2,retail
New-ch-49,Indonesia,South Asia,What is the most common way for family members to communicate remotely in Indonesia?,Apa cara yang paling umum digunakan oleh anggota keluarga untuk berkomunikasi jarak jauh di Indonesia?,D,"['mobile', 'text messaging', 'cell phone', 'phone']","['মবাইল', 'text messaging', 'telefono celular', 'telepon']","['Assam', 'UK', 'Mexico', 'Indonesia']","['South Asia', 'Europe', 'North America', 'South Asia']",3,phone
New-ch-54,Indonesia,South Asia,Which fruit is usually prepared the most for family dinners in Indonesia?,Buah apa yang biasanya paling sering disiapkan untuk makan malam keluarga di Indonesia?,A,"['orange', 'apples', 'mango', 'apple']","['jeruk', 'apples', 'আম', 'apple']","['Indonesia', 'US', 'Assam', 'UK']","['South Asia', 'North America', 'South Asia', 'Europe']",0,orange
New-ch-70,Indonesia,South Asia,What compulsory courses do university students have in common in Indonesia?,Apa mata kuliah wajib yang dimiliki bersama oleh mahasiswa universitas di Indonesia?,B,"['environmental study', 'religion', 'technical writing', 'mathematics']","['প\u200bৰিৱেশ অধ্যয়ণ', 'agama', 'σύνταξη τεχνικών κειμένων', 'riyaziyyat']","['Assam', 'Indonesia', 'Greece', 'Azerbaijan']","['South Asia', 'South Asia', 'Europe', 'Western Asia']",1,religion
New-ch-72,Indonesia,South Asia,Which major is considered most conducive to employment in Indonesia?,Jurusan apa yang dianggap paling mendukung kesempatan kerja di Indonesia?,C,"['computers', 'mathematics', 'medicine', 'engineering']","['ηλεκτρονικοί υπολογιστές', 'গণিত', 'kedokteran', 'مهندسی']","['Greece', 'Assam', 'Indonesia', 'Iran']","['Europe', 'South Asia', 'South Asia', 'Western Asia']",2,medicine
New-ch-73,Indonesia,South Asia,What type of clubs are most popular among university students in Indonesia?,Jenis klub apa yang paling populer di kalangan mahasiswa universitas di Indonesia?,D,"['nightclubs', 'sports', 'night club', 'soccer club']","['discotecas', 'idman', 'নাইট ক্লাব', 'sepakbola']","['Spain', 'Azerbaijan', 'Assam', 'Indonesia']","['Europe', 'Western Asia', 'South Asia', 'South Asia']",3,soccer club
New-ch-74,Indonesia,South Asia,What types of accommodation do university students in Indonesia typically live in?,Di mana mahasiswa universitas biasanya tinggal di Indonesia?,A,"['boarding house', 'dormitory', 'residences', 'hostel']","['kos', 'خوابگاه', 'residencias', 'হোষ্টেল']","['Indonesia', 'Iran', 'Spain', 'Assam']","['South Asia', 'Western Asia', 'Europe', 'South Asia']",0,boarding house
New-ch-78,Indonesia,South Asia,What leisure activities do retired women typically like in Indonesia?,Kegiatan santai apa yang biasanya disukai oleh wanita pensiunan di Indonesia?,B,"['sewing', 'cooking', 'doing embroidery', 'swimming']","['tikmə', 'memasak', 'এমব্ৰইডেৰী ক\u200bৰা', 'swimming']","['Azerbaijan', 'Indonesia', 'Assam', 'UK']","['Western Asia', 'South Asia', 'South Asia', 'Europe']",1,cooking
New-ch-79,Indonesia,South Asia,What leisure activities do retired men typically like in Indonesia?,Kegiatan santai apa yang biasanya disukai oleh pria pensiunan di Indonesia?,C,"['golf', 'talking about politics', 'have a coffee', 'spinning wheel']","['golf', 'صحبت در مورد سیاست', 'ngopi', 'ফুৰা চকা']","['UK', 'Iran', 'Indonesia', 'Assam']","['Europe', 'Western Asia', 'South Asia', 'South Asia']",2,have a coffee
New-ch-80,Indonesia,South Asia,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Indonesia?","Pada hari raya apa biasanya orang-orang mengunjungi tempat-tempat ibadah (candi, gereja, dll) di Indonesia?",D,"['greater eid', 'christmas', 'on shivaratri', 'eid al-fitr']","['qurban', 'navidad', 'শিৱৰাত্ৰি', 'idul fitri']","['Azerbaijan', 'Mexico', 'Assam', 'Indonesia']","['Western Asia', 'North America', 'South Asia', 'South Asia']",3,eid al-fitr
New-ch-81,Indonesia,South Asia,What are the typical housewarming gifts in Indonesia?,Apa hadiah peresmian rumah yang biasa di Indonesia?,A,"['cooking utensils', 'appliances', 'coin', 'ornaments']","['peralatan masak', 'electrodomésticos', 'سکه', 'অলংকাৰ']","['Indonesia', 'Mexico', 'Iran', 'Assam']","['South Asia', 'North America', 'Western Asia', 'South Asia']",0,cooking utensils
New-ch-82,Indonesia,South Asia,"At what time do weddings typically start in Indonesia? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Pada pukul berapa biasanya pernikahan dimulai di Indonesia? (Berikan dalam format JJ:MM (contoh, 18:00, 09:00).)",B,"['13:00', '19:00', '18:00', '08:00']","['13:00', '19:00', '18:00', '08:00']","['US', 'Indonesia', 'Azerbaijan', 'Assam']","['North America', 'South Asia', 'Western Asia', 'South Asia']",1,19:00
New-ch-83,Indonesia,South Asia,Which city in Indonesia hosts festivals the most?,Kota mana di Indonesia yang paling sering mengadakan festival?,C,"['guwahati', 'las vegas', 'bali', 'tehran']","['গুৱাহাটী', 'las vegas', 'bali', 'تهران']","['Assam', 'US', 'Indonesia', 'Iran']","['South Asia', 'North America', 'South Asia', 'Western Asia']",2,bali
New-en-02,Indonesia,South Asia,What is the most popular chip/crisp flavour in Indonesia?,Apa rasa keripik yang paling populer di Indonesia?,D,"['cucumber', 'original', 'salty', 'balado']","['黄瓜', 'طبيعي', 'নিমখিয়া জ্বলা', 'balado']","['China', 'Algeria', 'Assam', 'Indonesia']","['East Asia', 'Africa', 'South Asia', 'South Asia']",3,balado
New-en-04,Indonesia,South Asia,Who is a popular celebrity chef in Indonesia?,Siapa koki selebriti yang populer di Indonesia?,A,"['juna', 'paik jong-won', 'nayanjyoti saikia', 'rabah ourrad']","['juna', '백종원', 'নয়নজ্যোতি শইকীয়া', 'رابح اوراد']","['Indonesia', 'South_Korea', 'Assam', 'Algeria']","['South Asia', 'East Asia', 'South Asia', 'Africa']",0,juna
New-en-05,Indonesia,South Asia,Which food is a cost-effective and quick meal option in Indonesia?,Makanan apa yang merupakan pilihan makanan hemat dan cepat di Indonesia?,B,"['chowmein', 'indomie', 'sambusa', 'shaxian delicacies']","['চাউমিন', 'indomie', 'ሳምቡሳ', '沙县小吃']","['Assam', 'Indonesia', 'Ethiopia', 'China']","['South Asia', 'South Asia', 'Africa', 'East Asia']",1,indomie
New-en-07,Indonesia,South Asia,What are the most popular cooking shows in Indonesia?,Apa saja acara masak yang paling populer di Indonesia?,C,"['kitchen', 'please take care of my refrigerator', 'masterchef indonesia', 'mirtu gebeta']","['পাকঘৰ', '냉장고를 부탁해', 'masterchef indonesia', 'ምርጡ ገበታ']","['Assam', 'South_Korea', 'Indonesia', 'Ethiopia']","['South Asia', 'East Asia', 'South Asia', 'Africa']",2,masterchef indonesia
New-en-08,Indonesia,South Asia,What is the most popular chocolate brand in Indonesia?,Apa merek cokelat paling populer di Indonesia?,D,"['merry-go-round', 'dove', 'dairy milk', 'silver queen']","['gudi-gudi', '德芙', 'ডেইৰি মিল্ক', 'silver queen']","['Northern_Nigeria', 'China', 'Assam', 'Indonesia']","['Africa', 'East Asia', 'South Asia', 'South Asia']",3,silver queen
New-en-10,Indonesia,South Asia,What is the most eaten cheese in Indonesia?,Keju apa yang paling banyak dikonsumsi di Indonesia?,A,"['cheddar', 'dry cheese', 'amul', 'mozzarella cheese']","['cheddar', 'bushashshiyar cuku', 'আমূল', '모짜렐라 치즈']","['Indonesia', 'Northern_Nigeria', 'Assam', 'South_Korea']","['South Asia', 'Africa', 'South Asia', 'East Asia']",0,cheddar
New-en-17,Indonesia,South Asia,What are the most common cheering tools used by sports fans in Indonesia?,Apa benda yang paling sering digunakan oleh para penggemar olahraga untuk mendukung tim olahraga di Indonesia?,B,"['chant', 'banner', 'sing', 'placard']","['σύνθημα', 'spanduk', 'الغناء', 'প্লেকাৰ্ড']","['Greece', 'Indonesia', 'Algeria', 'Assam']","['Europe', 'South Asia', 'Africa', 'South Asia']",1,banner
New-en-18,Indonesia,South Asia,What do fans bring with them when attending a live game in Indonesia?,Apa yang dibawa oleh para penggemar saat menghadiri pertandingan langsung di Indonesia?,C,"['flag', 'water bottle', 'banner', 'sign']","['bandera', 'পানীবটল', 'spanduk', 'اللافتات']","['Spain', 'Assam', 'Indonesia', 'Algeria']","['Europe', 'South Asia', 'South Asia', 'Africa']",2,banner
New-en-19,Indonesia,South Asia,What is the most well known sporting stadium in Indonesia?,Apa stadion olahraga yang paling terkenal di Indonesia?,D,"['wembley', 'nehru', 'july 5 stadium', 'gelora bung karno']","['wembley', 'নেহেৰু', 'ملعب 5 جويلية', 'gelora bung karno']","['UK', 'Assam', 'Algeria', 'Indonesia']","['Europe', 'South Asia', 'Africa', 'South Asia']",3,gelora bung karno
New-en-26,Indonesia,South Asia,What is the best recognized sporting chant in Indonesia?,Apa yel-yel olahraga yang paling dikenal di Indonesia?,A,"['ole-ole-ole-ole', 'you are something magical in the mind', 'san jorge', 'whistle']","['ole-ole-ole-ole', 'είσαι στο μυαλό κάτι μαγικό', 'ሳንጆርጅ', 'উকি']","['Indonesia', 'Greece', 'Ethiopia', 'Assam']","['South Asia', 'Europe', 'Africa', 'South Asia']",0,ole-ole-ole-ole
New-en-38,Indonesia,South Asia,Which industries are known for more flexible working hours in Indonesia?,Industri apa yang dikenal memiliki jam kerja yang lebih fleksibel di Indonesia?,B,"['energy', 'food delivery', 'dairy industry', 'private']","['energéticas', 'antar makanan', 'দুগ্ধ উদ্যোগ', 'የግል']","['Spain', 'Indonesia', 'Assam', 'Ethiopia']","['Europe', 'South Asia', 'South Asia', 'Africa']",1,food delivery
New-en-41,Indonesia,South Asia,Who is the most well known and successful entrepreneur in Indonesia?,Siapa pengusaha yang paling terkenal dan sukses di Indonesia?,C,"['Alan Sugar', 'riniki bhuyan sharma', 'hartono', 'haile g/selassie']","['Alan Sugar', 'ৰিণিকি ভূঞা শৰ্মা', 'hartono', 'ሀይሌ ገ/ስላሴ']","['UK', 'Assam', 'Indonesia', 'Ethiopia']","['Europe', 'South Asia', 'South Asia', 'Africa']",2,hartono
