ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-ch-49,China,East Asia,What is the most common way for family members to communicate remotely in China?,在中国，家庭成员远程交流最常用的方式是什么？,A,"['wechat', 'whatsapp', 'video call', 'kakaotalk']","['微信交流', 'Whatsapp', 'تماس تصویری', '카톡']","['China', 'Spain', 'Iran', 'South_Korea']","['East Asia', 'Europe', 'Western Asia', 'East Asia']",0,wechat
New-ch-64,China,East Asia,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)",在中国，大学生通常每周有多少小时的课？（只提供阿拉伯数字（例如，1）。）,B,"['15', '20', '18', '30']","['15', '20', '18', '30']","['UK', 'China', 'South_Korea', 'Azerbaijan']","['Europe', 'East Asia', 'East Asia', 'Western Asia']",1,20
New-ch-66,China,East Asia,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)",中国公立高中每学期的学费通常是多少？（只提供阿拉伯数字（例如，1）。）,C,"['10000', '1000000', '1000', '0']","['10000', '1000000', '1000', '0']","['UK', 'Iran', 'China', 'South_Korea']","['Europe', 'Western Asia', 'East Asia', 'East Asia']",2,1000
New-ch-70,China,East Asia,What compulsory courses do university students have in common in China?,在中国，大学生都有哪些必修课？,D,"['english', 'ethics', 'environmental study', 'marxism']","['영어', 'etica', 'প\u200bৰিৱেশ অধ্যয়ণ', '马克思主义']","['South_Korea', 'Mexico', 'Assam', 'China']","['East Asia', 'North America', 'South Asia', 'East Asia']",3,marxism
New-ch-72,China,East Asia,Which major is considered most conducive to employment in China?,在中国，哪个专业被认为最好就业？,A,"['computer science', 'college of medicine', 'medicine', 'engineering']","['计算机', '의예과', 'kedokteran', 'ingeniería']","['China', 'South_Korea', 'Indonesia', 'Mexico']","['East Asia', 'East Asia', 'South Asia', 'North America']",0,computer science
New-ch-73,China,East Asia,What type of clubs are most popular among university students in China?,在中国的大学生中，哪种类型的社团最受欢迎？,B,"['night club', 'street dance club', 'band', 'debate']","['নাইট ক্লাব', '街舞社', '밴드', 'debate']","['Assam', 'China', 'South_Korea', 'US']","['South Asia', 'East Asia', 'East Asia', 'North America']",1,street dance club
New-ch-74,China,East Asia,What types of accommodation do university students in China typically live in?,在中国，大学生通常住在什么类型的住宿？,C,"['boarding house', 'dorms', 'dormitory', 'studio']","['kos', 'dorms', '宿舍', '원룸']","['Indonesia', 'US', 'China', 'South_Korea']","['South Asia', 'North America', 'East Asia', 'East Asia']",2,dormitory
New-ch-78,China,East Asia,What leisure activities do retired women typically like in China?,在中国，退休女性通常喜欢什么休闲活动？,D,"['casino', 'sewing', 'mountain climbing', 'square dance']","['casino', 'tikmə', '등산', '广场舞']","['Mexico', 'Azerbaijan', 'South_Korea', 'China']","['North America', 'Western Asia', 'East Asia', 'East Asia']",3,square dance
New-ch-79,China,East Asia,What leisure activities do retired men typically like in China?,在中国，退休男性通常喜欢什么休闲活动？,A,"['play chess', 'talking about politics', 'mountain climbing', 'fix or build things']","['下象棋', 'صحبت در مورد سیاست', '등산', 'arreglar o construir cosas']","['China', 'Iran', 'South_Korea', 'Mexico']","['East Asia', 'Western Asia', 'East Asia', 'North America']",0,play chess
New-ch-80,China,East Asia,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?",在中国，人们通常在什么节假日参观宗教场所（寺庙、教堂等）？,B,"[""the day of buddha's coming"", 'the first day of the lunar new year', 'greater eid', 'Ressurection Sunday']","['석가탄신일', '年初一', 'qurban', 'Ressurection Sunday']","['South_Korea', 'China', 'Azerbaijan', 'US']","['East Asia', 'East Asia', 'Western Asia', 'North America']",1,the first day of the lunar new year
New-ch-81,China,East Asia,What are the typical housewarming gifts in China?,在中国，典型的乔迁礼物有哪些？,C,"['tissue', 'coin', 'cash', 'wine']","['화장지', 'سکه', '现金', 'wine']","['South_Korea', 'Iran', 'China', 'US']","['East Asia', 'Western Asia', 'East Asia', 'North America']",2,cash
New-ch-82,China,East Asia,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","在中国，婚礼通常是什么时间开始的？（请提供HH:MM格式，例如，18:00, 09:00。）",D,"['18:00', '13:00', '08:00', '12:00']","['18:00', '13:00', '08:00', '12:00']","['Azerbaijan', 'South_Korea', 'Assam', 'China']","['Western Asia', 'East Asia', 'South Asia', 'East Asia']",3,12:00
New-ch-83,China,East Asia,Which city in China hosts festivals the most?,中国的哪个城市举办节日最多？,A,"['beijing', 'guwahati', 'seoul', 'tehran']","['北京', 'গুৱাহাটী', '서울', 'تهران']","['China', 'Assam', 'South_Korea', 'Iran']","['East Asia', 'South Asia', 'East Asia', 'Western Asia']",0,beijing
New-en-02,China,East Asia,What is the most popular chip/crisp flavour in China?,在中国最受欢迎的薯片口味是什么？,B,"['balado', 'cucumber', 'salt', 'paprika']","['balado', '黄瓜', '소금', 'qırmızı bibər']","['Indonesia', 'China', 'South_Korea', 'Azerbaijan']","['South Asia', 'East Asia', 'East Asia', 'Western Asia']",1,cucumber
New-en-04,China,East Asia,Who is a popular celebrity chef in China?,  ,C,"['saman golriz', 'paik jong-won', 'gang wang', 'juna']","['سامان گلریز', '백종원', '王刚', 'juna']","['Iran', 'South_Korea', 'China', 'Indonesia']","['Western Asia', 'East Asia', 'East Asia', 'South Asia']",2,gang wang
New-en-05,China,East Asia,Which food is a cost-effective and quick meal option in China?,在中国，哪种食物是性价比高且快捷的餐饮选择？,D,"['gyro', 'instant noodles', 'karantika', 'shaxian delicacies']","['γύρος', '라면', 'كالانتيكا، كلنتيكا، كلانتيكا،قرنطيطة، القرنطيطة ، قرنتيتة،غارانتيتا، قرنتيتة', '沙县小吃']","['Greece', 'South_Korea', 'Algeria', 'China']","['Europe', 'East Asia', 'Africa', 'East Asia']",3,shaxian delicacies
New-en-07,China,East Asia,What are the most popular cooking shows in China?,中国最受欢迎的烹饪节目有哪些？,A,"['a bite of china', 'top chef', 'please take care of my refrigerator', 'masterchef']","['舌尖上的中国', 'توب شيف', '냉장고를 부탁해', 'MasterChef']","['China', 'Algeria', 'South_Korea', 'Spain']","['East Asia', 'Africa', 'East Asia', 'Europe']",0,a bite of china
New-en-08,China,East Asia,What is the most popular chocolate brand in China?,在中国最受欢迎的巧克力品牌是什么？,B,"['ghana', 'dove', ""Cadbury's, Cadbury"", 'ambassadeur']","['가나', '德芙', ""Cadbury's, Cadbury"", 'اومباسادور']","['South_Korea', 'China', 'UK', 'Algeria']","['East Asia', 'East Asia', 'Europe', 'Africa']",1,dove
New-en-10,China,East Asia,What is the most eaten cheese in China?,在中国最常吃的奶酪是什么？,C,"['feta', 'mozzarella cheese', 'mozzarella', 'of cow']","['φέτα', '모짜렐라 치즈', '马苏里拉', 'የላም']","['Greece', 'South_Korea', 'China', 'Ethiopia']","['Europe', 'East Asia', 'East Asia', 'Africa']",2,mozzarella
New-en-11,China,East Asia,What is the most disliked vegetable in China?,在中国最不受欢迎的蔬菜是什么？,D,"['pumpkin', 'cilantro', 'brussels sprouts', 'bean sprouts']","['ዱባ', '고수', 'coles de bruselas', '豆芽']","['Ethiopia', 'South_Korea', 'Spain', 'China']","['Africa', 'East Asia', 'Europe', 'East Asia']",3,bean sprouts
New-en-12,China,East Asia,What food is most commonly found in food courts in China?,在中国的美食广场最常见的食物是什么？,A,"['shengjian', 'injera', 'chips', 'pork cutlet']","['生煎', 'እንጀራ', 'chips', '돈까스']","['China', 'Ethiopia', 'UK', 'South_Korea']","['East Asia', 'Africa', 'Europe', 'East Asia']",0,shengjian
New-en-17,China,East Asia,What are the most common cheering tools used by sports fans in China?,在中国，体育迷最常用的助威工具是什么？,B,"['thundersticks', 'banner', 'chant', 'ball']","['막대풍선', '横幅', 'σύνθημα', 'kwallo']","['South_Korea', 'China', 'Greece', 'Northern_Nigeria']","['East Asia', 'East Asia', 'Europe', 'Africa']",1,banner
New-en-18,China,East Asia,What do fans bring with them when attending a live game in China?,中国的粉丝在观看现场体育比赛时会带些什么东西？,C,"['national flag', 'flag', 'water', 'uniform']","['tutar kasa', 'bandera', '水', '유니폼']","['Northern_Nigeria', 'Spain', 'China', 'South_Korea']","['Africa', 'Europe', 'East Asia', 'East Asia']",2,water
New-en-19,China,East Asia,What is the most well known sporting stadium in China?,中国最著名的体育场是哪一个？,D,"['wembley', 'sangam stadium', 'sani abacha', 'beijing workers stadium']","['wembley', '서울월드컵경기장', 'sani abacha', '北京工人体育馆']","['UK', 'South_Korea', 'Northern_Nigeria', 'China']","['Europe', 'East Asia', 'Africa', 'East Asia']",3,beijing workers stadium
New-en-26,China,East Asia,What is the best recognized sporting chant in China?,中国最知名的体育助威口号是什么？,A,"['go go', ""one, two, three, viva l'algérie"", 'cielito lindo', 'the great republic of korea']","['加油加油', 'وان تو ثري فيفا لالجيري', 'cielito lindo', '대~한민국 짝짝짝짝짝']","['China', 'Algeria', 'Mexico', 'South_Korea']","['East Asia', 'Africa', 'North America', 'East Asia']",0,go go
New-en-38,China,East Asia,Which industries are known for more flexible working hours in China?,在中国，哪些行业以更灵活的工作时间而闻名？,B,"['it', 'we media', 'tech', 'freelance professions']","['it', '自媒体', 'tech', 'المهن المستقلة']","['South_Korea', 'China', 'US', 'Algeria']","['East Asia', 'East Asia', 'North America', 'Africa']",1,we media
New-en-41,China,East Asia,Who is the most well known and successful entrepreneur in China?,谁是中国最著名和最成功的企业家？,C,"['lee jae-yong', 'carlos slim', 'jack ma', 'haile g/selassie']","['이재용', 'Carlos Slim', '马云', 'ሀይሌ ገ/ስላሴ']","['South_Korea', 'Mexico', 'China', 'Ethiopia']","['East Asia', 'North America', 'East Asia', 'Africa']",2,jack ma
New-en-47,China,East Asia,What can typically be found in the back garden of houses in China?,在中国的房屋后花园通常可以找到什么？,D,"['vegetable', 'hang-ari', 'grass', 'vegetable planting area']","['አትክልት', '항아리', 'grass', '菜地']","['Ethiopia', 'South_Korea', 'US', 'China']","['Africa', 'East Asia', 'North America', 'East Asia']",3,vegetable planting area
New-en-49,China,East Asia,What is the name of the most famous family in China?,中国最有名的家族的名字？,A,"['li ka-shing', 'jeonju yi clan', 'dantata', 'derbez']","['李嘉诚', '전주 이씨', 'dantata', 'Derbez']","['China', 'South_Korea', 'Northern_Nigeria', 'Mexico']","['East Asia', 'East Asia', 'Africa', 'North America']",0,li ka-shing
New-en-50,China,East Asia,What is the most common family name in China?,中国最常见的姓氏是什么？,B,"['dangote', 'li', 'lee', 'smith']","['dangote', '李', '이씨', 'smith']","['Northern_Nigeria', 'China', 'South_Korea', 'US']","['Africa', 'East Asia', 'East Asia', 'North America']",1,li
New-en-55,China,East Asia,Which religion is most commonly practiced by families in China?,在中国的家庭中，最常见的宗教信仰是什么？,C,"['christian', 'hindu religion', 'buddhism', 'islam']","['기독교', 'হিন্দু ধৰ্ম', '佛教', 'الإسلام']","['South_Korea', 'Assam', 'China', 'Algeria']","['East Asia', 'South Asia', 'East Asia', 'Africa']",2,buddhism
New-en-68,China,East Asia,What repercussions are there for bad behavior in schools in China?,在中国的学校里，不良行为会有什么后果？,D,"['expulsion', 'school suspension', 'suspension', 'call parents']","['طرد', '정학', 'skorsing', '叫家长']","['Algeria', 'South_Korea', 'Indonesia', 'China']","['Africa', 'East Asia', 'South Asia', 'East Asia']",3,call parents
New-en-69,China,East Asia,Which writers are commonly studied in literature class in China?,在中国的语文课上通常会学习哪些作家的文章？,A,"['lu xun', 'yun dong-ju', 'fiction', 'rasaraj laxminath bezbaroa']","['鲁迅', '윤동주', 'የልብ ወለድ', 'ৰসৰাজ লক্ষ্মীনাথ বেজবৰুৱা']","['China', 'South_Korea', 'Ethiopia', 'Assam']","['East Asia', 'East Asia', 'Africa', 'South Asia']",0,lu xun
New-en-72,China,East Asia,Which online resource do students usually use to study in China?,在中国，学生通常使用哪些在线资源来学习？,B,"['google', 'bilibili online course', 'educational broadcasting system', 'video']","['google', 'bilibili.com', 'ebs', 'ቪዲኦ']","['Indonesia', 'China', 'South_Korea', 'Ethiopia']","['South Asia', 'East Asia', 'East Asia', 'Africa']",1,bilibili online course
New-en-76,China,East Asia,Which airport in China is the busiest during the holiday season?,在节假日期间，中国哪个机场是最繁忙的？,C,"['incheon international airport', 'lokpriya gopinath bordoloi international airport', 'beijing capital airport', 'aminu kano']","['인천국제공항', 'লোকপ্ৰিয় গোপীনাথ বৰদলৈ আন্তৰ্জাতিক বিমানবন্দৰ', '北京首都国际机场', 'aminu kano']","['South_Korea', 'Assam', 'China', 'Northern_Nigeria']","['East Asia', 'South Asia', 'East Asia', 'Africa']",2,beijing capital airport
New-en-79,China,East Asia,Which region of China is well known for its theatrical performances?,中国的哪个地区以其戏剧表演而闻名？,D,"['hyehwa-dong', 'kano', 'jakarta', 'beijing']","['혜화동', 'kano', 'jakarta', '北京']","['South_Korea', 'Northern_Nigeria', 'Indonesia', 'China']","['East Asia', 'Africa', 'South Asia', 'East Asia']",3,beijing
New-en-87,China,East Asia,What is the most famous historic landmark in China?,中国最著名的历史地标是什么？,A,"['great wall', 'gyeongbokgung palace', 'maiden tower', 'timgad']","['长城', '경복궁', 'qız qalası', 'تمقاد']","['China', 'South_Korea', 'Azerbaijan', 'Algeria']","['East Asia', 'East Asia', 'Western Asia', 'Africa']",0,great wall
New-en-90,China,East Asia,What is the most famous hotel brand in China?,中国最著名的酒店品牌是什么？,B,"['espinas palace', 'home inns', 'the shilla', 'sheraton']","['اسپیناس پالاس', '首旅如家', '서울신라호텔', 'شيراتون']","['Iran', 'China', 'South_Korea', 'Algeria']","['Western Asia', 'East Asia', 'East Asia', 'Africa']",1,home inns
New-gr-06,China,East Asia,What is the most popular food in China among young people?,在中国年轻人中最受欢迎的食物是什么？,C,"['spicy hot pot', 'shiro wote', 'hot pot', 'doner kebab']","['마라탕', 'ሽሮ', '火锅', 'dönər']","['South_Korea', 'Ethiopia', 'China', 'Azerbaijan']","['East Asia', 'Africa', 'East Asia', 'Western Asia']",2,hot pot
New-gr-08,China,East Asia,What type of alcoholic drink is most commonly consumed at festivals in China?,在中国的节日里，最常见的酒精饮品是什么类型的？,D,"['raisin vodka', 'tela', 'soju', 'bai']","['عرق کشمش', 'ጠላ', '소주', '白酒']","['Iran', 'Ethiopia', 'South_Korea', 'China']","['Western Asia', 'Africa', 'East Asia', 'East Asia']",3,bai
New-gr-13,China,East Asia,What is the most common morning drink in China?,中国最常见的早晨饮料是什么？,A,"['soy milk', 'millet or sorghum porridge', 'tea', 'coffee']","['豆浆', 'kunu', 'çay', '커피']","['China', 'Northern_Nigeria', 'Azerbaijan', 'South_Korea']","['East Asia', 'Africa', 'Western Asia', 'East Asia']",0,soy milk
New-gr-15,China,East Asia,What is the most popular traditional dessert in China?,中国最受欢迎的传统甜点是什么？,B,"['biscuit', 'mooncake', 'sholeh zard', 'yakgwa']","['alkaki', '月饼', 'شله زرد', '약과']","['Northern_Nigeria', 'China', 'Iran', 'South_Korea']","['Africa', 'East Asia', 'Western Asia', 'East Asia']",1,mooncake
New-gr-24,China,East Asia,What is the most popular track and field sport in China?,在中国最受欢迎的田径运动是什么？,C,"['long jump', 'sprint races', 'hurdling', 'marathon']","['αλμα εις μηκος', 'carreras de velocidad', '跨栏', '마라톤']","['Greece', 'Mexico', 'China', 'South_Korea']","['Europe', 'North America', 'East Asia', 'East Asia']",2,hurdling
New-gr-58,China,East Asia,Which job is considered underpaid in China?,在中国，哪些工作被认为薪酬偏低？,D,"['teachers', 'waiter', 'firefighter', 'cleaner']","['teachers', 'σερβιτόρος', '소방관', '清洁工']","['US', 'Greece', 'South_Korea', 'China']","['North America', 'Europe', 'East Asia', 'East Asia']",3,cleaner
New-gr-76,China,East Asia,What is the most common food served during Easter in China?,"在中国, 复活节期间最常见的食物是什么？",A,"['apple', 'french toasts', 'seafood', 'egg']","['苹果', 'torrijas', 'mariscos', '달걀']","['China', 'Spain', 'Mexico', 'South_Korea']","['East Asia', 'Europe', 'North America', 'East Asia']",0,apple
New-gr-82,China,East Asia,What is the most popular music genre among the elderly population in China?,在中国，老年人群中最受欢迎的音乐类型是什么？,B,"['country', 'folk song', 'trot', 'stanza']","['country', '民歌', '트로트', 'copla']","['US', 'China', 'South_Korea', 'Spain']","['North America', 'East Asia', 'East Asia', 'Europe']",1,folk song
New-gr-88,China,East Asia,What drink is usually offered at funerals in China?,在中国的葬礼上通常会提供什么饮品？,C,"['soju', 'beer', 'bai', 'coffee']","['소주', 'beer', '白酒', 'café']","['South_Korea', 'UK', 'China', 'Mexico']","['East Asia', 'Europe', 'East Asia', 'North America']",2,bai
New-ha-07,China,East Asia,What food originated from China and can be found all over the world?,哪种食物起源于中国并且可以在世界各地找到？,D,"['fish & chips', 'burgers', 'pork belly', 'dumplings']","['fish & chips', 'burgers', '삼겹살', '饺子']","['UK', 'US', 'South_Korea', 'China']","['Europe', 'North America', 'East Asia', 'East Asia']",3,dumplings
New-ha-08,China,East Asia,What food is typically disliked by children but enjoyed by the elderly in China?,在中国，通常有哪些食物是孩子们不喜欢但老年人却喜欢的？,A,"['eight-treasure porridge', 'chickpeas', 'stir-fried vegetables', 'rice flour']","['八宝粥', 'ρεβύθια', '나물', 'পিঠাগুৰি']","['China', 'Greece', 'South_Korea', 'Assam']","['East Asia', 'Europe', 'East Asia', 'South Asia']",0,eight-treasure porridge
New-ha-09,China,East Asia,What cooking utensil is most commonly used in China?,在中国最常用的烹饪工具是什么？,B,"['pot', 'wok', 'frying pan', 'spatula']","['κατσαρολα', '炒锅', 'wajan', '주걱']","['Greece', 'China', 'Indonesia', 'South_Korea']","['Europe', 'East Asia', 'South Asia', 'East Asia']",1,wok
New-ha-13,China,East Asia,Which is the most popular vegetable in China?,在中国最受欢迎的蔬菜是哪种？,C,"['mustard greens', 'cabbage', 'chinese cabbage', 'tomato']","['লাই শাক', '배추', '白菜', 'tomate']","['Assam', 'South_Korea', 'China', 'Spain']","['South Asia', 'East Asia', 'East Asia', 'Europe']",2,chinese cabbage
New-ha-66,China,East Asia,What is the most popular wedding venue in China?,在中国最受欢迎的婚礼场地是哪里？,D,"['wedding hall', 'mosque', 'churches', 'hotel']","['예식장', 'masjid', 'iglesias', '酒店']","['South_Korea', 'Indonesia', 'Spain', 'China']","['East Asia', 'South Asia', 'Europe', 'East Asia']",3,hotel
New-in-01,China,East Asia,Which coffee shop brand is the most popular in China?,在中国，哪个咖啡店品牌最受欢迎？,A,"['luckin coffee', 'nescafe', 'costa', 'starbucks']","['瑞幸', 'নেচকেফে', 'costa', '스타벅스']","['China', 'Assam', 'UK', 'South_Korea']","['East Asia', 'South Asia', 'Europe', 'East Asia']",0,luckin coffee
New-in-03,China,East Asia,What type of food from China is typically served in restaurants overseas?,通常在海外餐厅里供应的中国食物有哪些类型？,B,"['fish & chips', 'fried noodles', 'fried rice', 'pork belly']","['fish & chips', '炒面', 'nasi goreng', '삼겹살']","['UK', 'China', 'Indonesia', 'South_Korea']","['Europe', 'East Asia', 'South Asia', 'East Asia']",1,fried noodles
New-in-33,China,East Asia,What region in China is usually associated with mining?,在中国，通常与采矿业相关联的是哪个地区？,C,"['halkidiki', 'kalbajar', 'shanxi', 'gangwon province']","['Χαλκιδική', 'kəlbəcər', '山西', '강원도']","['Greece', 'Azerbaijan', 'China', 'South_Korea']","['Europe', 'Western Asia', 'East Asia', 'East Asia']",2,shanxi
New-in-34,China,East Asia,What region in China is usually associated with oil?,在中国，通常与石油相关联的是哪个地区？,D,"['south', 'incheon', 'thasos', 'daqing']","['جنوب', '인천', 'Θάσος', '大庆']","['Iran', 'South_Korea', 'Greece', 'China']","['Western Asia', 'East Asia', 'Europe', 'East Asia']",3,daqing
New-in-62,China,East Asia,What university in China is popular because of its engineering major? (Provide the official name.),哪所中国大学因其工程专业而受欢迎？（请提供官方名称。）,A,"['tsinghua university', 'azerbaijan technical university', 'kaist', 'polytechnic university of madrid']","['清华大学', 'azərbaycan texniki universiteti', '카이스트', 'Universidad Politécnica de Madrid']","['China', 'Azerbaijan', 'South_Korea', 'Spain']","['East Asia', 'Western Asia', 'East Asia', 'Europe']",0,tsinghua university
New-in-63,China,East Asia,What university in China is popular because of its school of medicine? (Provide the official name.),哪所中国大学因其医学院而受欢迎？（请提供官方名称。）,B,"['university of barcelona', 'peking university health science center', 'snu', 'tehran']","['Universidad de Barcelona', '北京大学医学部', '서울대학교', 'تهران']","['Spain', 'China', 'South_Korea', 'Iran']","['Europe', 'East Asia', 'East Asia', 'Western Asia']",1,peking university health science center
New-in-78,China,East Asia,What is the most popular payment method in China?,在中国最流行的支付方式是什么？,C,"['cash', 'card', 'alipay', 'debit card']","['nağd', '카드', '阿里支付', 'debit card']","['Azerbaijan', 'South_Korea', 'China', 'UK']","['Western Asia', 'East Asia', 'East Asia', 'Europe']",2,alipay
New-in-80,China,East Asia,What is the most famous theme park in China?,中国最著名的主题公园是哪个？,D,"['alton towers', 'eram park', 'everland', 'disney world']","['alton towers', 'پارک ارم', '에버랜드', '迪士尼世界']","['UK', 'Iran', 'South_Korea', 'China']","['Europe', 'Western Asia', 'East Asia', 'East Asia']",3,disney world
New-ko-01,China,East Asia,What is the most popular children's animation that is commonly watched by kids in China?,在中国，孩子们最常看的最受欢迎的儿童动画是什么？,A,"['pleasant goat and big big wolf', 'pororo', 'motu patlu', 'bluey']","['喜羊羊与灰太狼', '뽀로로', 'মটু পাতলু', 'bluey']","['China', 'South_Korea', 'Assam', 'Mexico']","['East Asia', 'East Asia', 'South Asia', 'North America']",0,pleasant goat and big big wolf
New-ko-02,China,East Asia,What is the most popular prenatal education activity for pregnant women in China?,在中国，孕妇最流行的胎教活动是什么？,B,"['breathing and concentration', 'listen to music', ""pregnant women's exercise"", 'music']","['respiración y concentración', '听音乐', 'senam ibu hamil', '음악']","['Mexico', 'China', 'Indonesia', 'South_Korea']","['North America', 'East Asia', 'South Asia', 'East Asia']",1,listen to music
New-ko-03,China,East Asia,What is the most popular children's song in China that families sing together?,在中国的家庭中，最流行的儿歌是什么？,C,"['three bears', 'Twinkle Twinkle Little Star', 'little tiger', 'bihu song']","['곰 세 마리', 'Twinkle Twinkle Little Star', '小老虎', 'বিহুগীত']","['South_Korea', 'US', 'China', 'Assam']","['East Asia', 'North America', 'East Asia', 'South Asia']",2,little tiger
New-ko-04,China,East Asia,Which toys are most popular among boys in China?,在中国，哪些玩具在男孩中最受欢迎？,D,"['video games', 'soccer', 'robot', 'lego']","['video games', 'sepakbola', '로봇', '乐高']","['US', 'Indonesia', 'South_Korea', 'China']","['North America', 'South Asia', 'East Asia', 'East Asia']",3,lego
New-ko-06,China,East Asia,What is the most popular folk tale in China that is typically told to children?,在中国，通常讲给孩子们听的最流行的民间故事是什么？,A,"['journey to the west', 'rabbit of the moon', 'heungbu and nolbu', 'dwarf']","['西游记', 'conejo de la luna', '흥부와 놀부', 'cırtdan']","['China', 'Mexico', 'South_Korea', 'Azerbaijan']","['East Asia', 'North America', 'East Asia', 'Western Asia']",0,journey to the west
New-ko-09,China,East Asia,What are the most frequently practiced team-building activities in companies based in China?,在中国的公司中，最常进行的团队建设活动有哪些？,B,"['trip', 'dine together', 'picnic', 'project']","['viaje', '吃饭聚餐', '야유회', 'پروژه']","['Mexico', 'China', 'South_Korea', 'Iran']","['North America', 'East Asia', 'East Asia', 'Western Asia']",1,dine together
New-ko-10,China,East Asia,What are the most common activities people do as a side job in China?,在中国，人们最常见的兼职活动有哪些？,C,"['designated driver', 'uber', 'waiter', 'taxi driving']","['대리운전', 'uber', '服务员', 'taksi sürücülüyü']","['South_Korea', 'US', 'China', 'Azerbaijan']","['East Asia', 'North America', 'East Asia', 'Western Asia']",2,waiter
New-pe-02,China,East Asia,What is the most famous edible souvenir for tourists in China?,在中国，最有名的可食用旅游纪念品是什么？,D,"['yakgwa', 'saffron', 'corn dog', 'peking duck']","['과줄', 'زعفران', 'corn dog', '北京烤鸭']","['South_Korea', 'Iran', 'US', 'China']","['East Asia', 'Western Asia', 'North America', 'East Asia']",3,peking duck
New-pe-11,China,East Asia,What is the most common spice/herb used in dishes from China?,在中餐里最常用的香料/草药是什么？,A,"['cumin', 'pepper', 'garlic', 'salt']","['孜然', 'জালুক', '마늘', 'duz']","['China', 'Assam', 'South_Korea', 'Azerbaijan']","['East Asia', 'South Asia', 'East Asia', 'Western Asia']",0,cumin
New-pe-16,China,East Asia,What is the most famous traditional sport in China?,中国最有名的传统体育项目是什么？,B,"['traditional korean wrestling', 'ping pong', 'egg fight', 'wrestling']","['씨름', '乒乓球', 'কণী যুঁজ', 'کشتی']","['South_Korea', 'China', 'Assam', 'Iran']","['East Asia', 'East Asia', 'South Asia', 'Western Asia']",1,ping pong
New-pe-49,China,East Asia,Where do families gather to pray together in China?,在中国，家人们通常在哪里聚集一起祈祷？,C,"['religious facilities', 'at mosques', 'temple', 'church']","['종교시설', 'məscidlərdə', '寺庙', 'gereja']","['South_Korea', 'Azerbaijan', 'China', 'Indonesia']","['East Asia', 'Western Asia', 'East Asia', 'South Asia']",2,temple
New-pe-53,China,East Asia,What gifts do fathers get on Father's Day (or Parents' Day) in China?,在中国，父亲节（或者父母节）父亲们通常会收到什么礼物？,D,"['money', 'socks', 'watch', 'razor']","['돈', 'جوراب', 'jam tangan', '刮胡刀']","['South_Korea', 'Iran', 'Indonesia', 'China']","['East Asia', 'Western Asia', 'South Asia', 'East Asia']",3,razor
New-pe-54,China,East Asia,What gifts do mothers get on Mother's Day (or Parents' Day) in China?,在中国，母亲节（或者父母节）母亲们通常会收到什么礼物？,A,"['carnation', 'money', 'flowers', 'flower']","['康乃馨', '돈', 'λουλούδια', 'الورد']","['China', 'South_Korea', 'Greece', 'Algeria']","['East Asia', 'East Asia', 'Europe', 'Africa']",0,carnation
New-pe-66,China,East Asia,What is the most popular after school curricular in elementary schools in China?,中国小学里最受欢迎的课外兴趣班是什么？,B,"['soccer', 'painting', 'sports', 'returning home']","['fútbol', '绘画', '스포츠', 'الرجوع الى المنزل']","['Spain', 'China', 'South_Korea', 'Algeria']","['Europe', 'East Asia', 'East Asia', 'Africa']",1,painting
New-pe-74,China,East Asia,How much is the average annual tuition fee for public universities in China?,中国公立大学平均每年的学费是多少？,C,"['150', '9000', '6000', '5,000,000']","['150', '9000', '6000', '5,000,000']","['Algeria', 'UK', 'China', 'South_Korea']","['Africa', 'Europe', 'East Asia', 'East Asia']",2,6000
New-pe-76,China,East Asia,What is a popular activity to do in parks in China?,在中国的公园里，有什么受欢迎的活动？,D,"['running', 'badminton', 'picnic', 'square dance']","['ሩጫ', '배드민턴', 'πικνίκ', '广场舞']","['Ethiopia', 'South_Korea', 'Greece', 'China']","['Africa', 'East Asia', 'Europe', 'East Asia']",3,square dance
New-pe-78,China,East Asia,What is the name of the most famous film festival held in China?,中国举办的最著名的电影节叫什么名字？,A,"['beijing international film festival', 'busan international film festival', 'san sebastian cinema', 'leza award']","['北京电影节', '부산국제영화제', 'cine de San Sebastián', 'ለዛ አዋርድ']","['China', 'South_Korea', 'Spain', 'Ethiopia']","['East Asia', 'East Asia', 'Europe', 'Africa']",0,beijing international film festival
New-pe-83,China,East Asia,What is the popular card game played during social gatherings in China?,在中国的聚会中，流行玩什么纸牌游戏？,B,"['poker', 'dou dizhu', 'card game', 'matgo']","['poker', '斗地主', 'ላጥ ላጥ', '고스톱']","['UK', 'China', 'Ethiopia', 'South_Korea']","['Europe', 'East Asia', 'Africa', 'East Asia']",1,dou dizhu
