ID,target_country,target_region,prompt,source_question,answer_idx,region_choices_list,source_choices_list,region_choice_countries_list,region_choice_region_list,region_answer,region_answer_str
New-am-83,Mexico,North America,What is the most popular traditional musical instrument in Mexico?,¿Cuál es el instrumento musical tradicional más popular en México?,A,"['acoustic guitar', 'derbouka', 'guitar', 'clarinet']","['guitarra', 'الدربوكا', 'guitar', 'κλαρίνο']","['Mexico', 'Algeria', 'US', 'Greece']","['North America', 'Africa', 'North America', 'Europe']",0,acoustic guitar
New-as-01,Mexico,North America,What is the main agricultural product produced in Mexico?,¿Cuál es el principal producto agrícola producido en México?,B,"['wheat', 'avocado', 'beef', 'fruit']","['القمح', 'aguacate', 'beef', 'fruta']","['Algeria', 'Mexico', 'US', 'Spain']","['Africa', 'North America', 'North America', 'Europe']",1,avocado
New-as-05,Mexico,North America,What is the most typical drink offered to guests when they visit households in Mexico?,¿Cuál es la bebida más típica que se ofrece a los invitados cuando visitan hogares en México?,C,"['tea', 'water', 'still water', 'coffee']","['tea', 'water', 'agua', 'القهوة']","['UK', 'US', 'Mexico', 'Algeria']","['Europe', 'North America', 'North America', 'Africa']",2,still water
New-as-07,Mexico,North America,What is the most popular dish cooked with fish in Mexico?,¿Cuál es el platillo más popular preparado con pescado en México?,D,"['cod skordalia', 'fish fry', 'fried catfish', 'ceviche']","['μπακαλιάρος σκορδαλιά', 'አሳ ጥብስ', 'fried catfish', 'ceviche']","['Greece', 'Ethiopia', 'US', 'Mexico']","['Europe', 'Africa', 'North America', 'North America']",3,ceviche
New-as-14,Mexico,North America,What food do people from Mexico like to eat during rainy weather?,¿Qué comida les gusta comer a las personas de México durante el clima lluvioso?,A,"['a traditional soup or stew made of pork and corn', 'millet', 'chili', 'stew']","['pozole', 'ቦቆሎ', 'chili', 'puchero']","['Mexico', 'Ethiopia', 'US', 'Spain']","['North America', 'Africa', 'North America', 'Europe']",0,a traditional soup or stew made of pork and corn
New-as-80,Mexico,North America,What type of clothing do people from Mexico wear during traditional festivals?,¿Qué tipo de ropa usan las personas de México durante los festivales tradicionales?,B,"['formal', 'traditional dresses', 'traditional clothing', 'casual wear']","['formal', 'trajes tipicos', 'ጥበብ', 'casual wear']","['US', 'Mexico', 'Ethiopia', 'UK']","['North America', 'North America', 'Africa', 'Europe']",1,traditional dresses
New-as-89,Mexico,North America,What traditional festival accessories do people from Mexico wear?,¿Qué accesorios tradicionales de festivales usan las personas en México?,C,"['ring', 'fourth of july clothes', 'poncho', 'handkerchiefs']","['zobe', 'fourth of july clothes', 'poncho', 'μαντήλες']","['Northern_Nigeria', 'US', 'Mexico', 'Greece']","['Africa', 'North America', 'North America', 'Europe']",2,poncho
New-az-05,Mexico,North America,What is the most famous region for alcohol production in Mexico?,¿Cuál es la región más famosa para la producción de alcohol en México?,D,"['new york', 'la rioja', 'jos', 'tequila']","['new york', 'la rioja', 'jos', 'Tequila']","['US', 'Spain', 'Northern_Nigeria', 'Mexico']","['North America', 'Europe', 'Africa', 'North America']",3,tequila
New-az-11,Mexico,North America,What fruit do people from Mexico often eat in the summer season?,¿Qué fruta comen a menudo las personas de México en la temporada de verano?,A,"['mango', 'apples', 'sugar cane', 'stawberries']","['mango', 'apples', 'rake', 'stawberries']","['Mexico', 'US', 'Northern_Nigeria', 'UK']","['North America', 'North America', 'Africa', 'Europe']",0,mango
New-az-12,Mexico,North America,Which region in Mexico is known for its seafood?,¿Qué región de México es conocida por sus mariscos?,B,"['tipaza', 'sinaloa', 'nagaon', 'new england']","['تيبازة', 'Sinaloa', 'নগাঁও', 'new england']","['Algeria', 'Mexico', 'Assam', 'US']","['Africa', 'North America', 'South Asia', 'North America']",1,sinaloa
New-az-26,Mexico,North America,Who is the most popular martial arts player in Mexico?,¿Quién es el luchador de artes marciales más popular en México?,C,"['bruce lee', 'fethi nourine', 'canelo', 'iko uwais']","['bruce lee', 'فتحي نورين', 'canelo', 'iko uwais']","['US', 'Algeria', 'Mexico', 'Indonesia']","['North America', 'Africa', 'North America', 'South Asia']",2,canelo
New-az-39,Mexico,North America,Which country is the most popular destination for students from Mexico studying abroad?,¿Cuál es el país de destino más popular para los estudiantes de México que estudian en el extranjero?,D,"['europe', 'america', 'u.k.', 'united states']","['europe', 'አሜሪካ', 'ইউ.কে.', 'Estados Unidos']","['US', 'Ethiopia', 'Assam', 'Mexico']","['North America', 'Africa', 'South Asia', 'North America']",3,united states
New-az-60,Mexico,North America,"In Mexico, who takes care of kids when both parents are working?","¿En México, quién se encarga de los niños cuando ambos padres están trabajando?",A,"['grandparents', 'servant', 'daycare', 'housemaid']","['abuelos', 'የቤት ሰራተኛ', 'daycare', 'pembantu']","['Mexico', 'Ethiopia', 'US', 'Indonesia']","['North America', 'Africa', 'North America', 'South Asia']",0,grandparents
New-az-73,Mexico,North America,"How many people on average typically attend a wedding in Mexico? (Provide Arabic numerals (e.g., 1) only.)","¿Cuántas personas en promedio suelen asistir a una boda en México? (Proporciona solo números arábigos (por ejemplo, 1).)",B,"['1000', '200', '100', '50']","['1000', '200', '100', '50']","['Assam', 'Mexico', 'Northern_Nigeria', 'US']","['South Asia', 'North America', 'Africa', 'North America']",1,200
New-ch-01,Mexico,North America,What kind of meat do people usually eat when they have barbecue in Mexico?,¿Qué tipo de carne suelen comer las personas cuando hacen carne asada en México?,C,"['pork', 'beef', 'beef steaks', 'sheep']","['pork', 'daging sapi', 'cortes', 'rago']","['US', 'Indonesia', 'Mexico', 'Northern_Nigeria']","['North America', 'South Asia', 'North America', 'Africa']",2,beef steaks
New-ch-05,Mexico,North America,What is the most famous spicy dish in Mexico?,¿Cuál es el platillo picante más famoso de México?,D,"['cabbage roll', 'zviti', 'hot wings', 'traditional mole sauce']","['kələm dolması', 'الزفيطي', 'hot wings', 'mole']","['Azerbaijan', 'Algeria', 'US', 'Mexico']","['Western Asia', 'Africa', 'North America', 'North America']",3,traditional mole sauce
New-ch-08,Mexico,North America,What seasoning is indispensable in cooking in Mexico?,¿Qué condimento esencial es indispensable en la cocina en México?,A,"['chili pepper', 'black pepper', 'turmeric', 'salt']","['chile', 'فلفل اسود', 'زردچوبه', 'salt']","['Mexico', 'Algeria', 'Iran', 'US']","['North America', 'Africa', 'Western Asia', 'North America']",0,chili pepper
New-ch-09,Mexico,North America,What food do people typically consume when the weather is cold in Mexico?,¿Qué comida consumen típicamente las personas cuando el clima está frío en México?,B,"['soup', 'bread', 'hot foods', 'hingel']","['soup', 'pan', 'ትኩስ ምግብ', 'xəngəl']","['US', 'Mexico', 'Ethiopia', 'Azerbaijan']","['North America', 'North America', 'Africa', 'Western Asia']",1,bread
New-ch-15,Mexico,North America,What prepared/ready-to-eat food do people typically buy at supermarkets in Mexico?,¿Qué alimentos preparados/listos para comer suelen comprar las personas en los supermercados de México?,C,"['olivier salad', 'frozen pizza', 'pizzas', 'packed foods']","['الویه', 'frozen pizza', 'pizzas', 'የታሸጉ መግቦችን']","['Iran', 'US', 'Mexico', 'Ethiopia']","['Western Asia', 'North America', 'North America', 'Africa']",2,pizzas
New-ch-17,Mexico,North America,What extreme sport do people generally wish to try the most in Mexico?,¿Qué deporte extremo desean intentar más las personas en general en México?,D,"['mountaineering', 'skydiving', 'jump', 'bungee jumping']","['dağçılıq', 'skydiving', 'tsalle', 'bungee']","['Azerbaijan', 'US', 'Northern_Nigeria', 'Mexico']","['Western Asia', 'North America', 'Africa', 'North America']",3,bungee jumping
New-ch-18,Mexico,North America,Which track and field event is the most popular to watch during competitions in Mexico?,¿Cuál es la prueba de atletismo más popular para ver durante las competiciones en México?,A,"['100 meters', '100 meter dash', 'discus throw', 'race']","['carrera de 100m planos', '100 meter dash', 'پرتاب دیسک', 'gudu']","['Mexico', 'US', 'Iran', 'Northern_Nigeria']","['North America', 'North America', 'Western Asia', 'Africa']",0,100 meters
New-ch-19,Mexico,North America,Which gymnastics event is the most popular to watch during competitions in Mexico?,¿Cuál es el evento de gimnasia más popular para ver durante las competencias en México?,B,"['floor exercise', 'the olympics', 'soccer', 'floor']","['自由体操', 'olimpiadas', 'ποδόσφαιρο', 'floor']","['China', 'Mexico', 'Greece', 'US']","['East Asia', 'North America', 'Europe', 'North America']",1,the olympics
New-ch-23,Mexico,North America,Who is the most famous table tennis player in Mexico?,¿Quién es el jugador de tenis de mesa más famoso en México?,C,"['jim butler', 'ma long', 'madrid', 'he zhi wen']","['jim butler', '马龙', 'Madrid', 'he zhi wen']","['US', 'China', 'Mexico', 'Spain']","['North America', 'East Asia', 'North America', 'Europe']",2,madrid
New-ch-27,Mexico,North America,Who is the most famous boxer in Mexico?,¿Quién es el boxeador más famoso de México?,D,"['muhammad ali', 'zou shiming', 'tyson fury', '""canelo"" alvarez']","['muhammad ali', '邹市明', 'tyson fury', 'canelo alvarez']","['US', 'China', 'UK', 'Mexico']","['North America', 'East Asia', 'Europe', 'North America']",3,"""canelo"" alvarez"
New-ch-30,Mexico,North America,Who is the most famous track and field athlete in Mexico?,¿Quién es el atleta de pista y campo más famoso en México?,A,"['ana gabriela guevara', 'sohn kee-chung', 'jesse owens', 'tentoglou']","['Ana Guevara', '손기정', 'jesse owens', 'Τεντόγλου']","['Mexico', 'South_Korea', 'US', 'Greece']","['North America', 'East Asia', 'North America', 'Europe']",0,ana gabriela guevara
New-ch-32,Mexico,North America,What office software do people typically use in the workplace in Mexico?,¿Qué software de oficina suelen utilizar las personas en el lugar de trabajo en México?,B,"['excel', 'ms office', 'microsoft word', 'spreadsheet']","['엑셀', 'ms office', 'microsoft word', 'Excel']","['South_Korea', 'Mexico', 'US', 'Spain']","['East Asia', 'North America', 'North America', 'Europe']",1,ms office
New-ch-38,Mexico,North America,Which cities or regions are known for their import and export activities in Mexico?,¿Qué ciudades o regiones son conocidas por sus actividades de importación y exportación en México?,C,"['new york city', 'london', 'monterrey', 'busan']","['new york city', 'london', 'Monterrey', '부산']","['US', 'UK', 'Mexico', 'South_Korea']","['North America', 'Europe', 'North America', 'East Asia']",2,monterrey
New-ch-45,Mexico,North America,Which industries do young people typically choose to start businesses in Mexico?,¿Qué industrias suelen elegir los jóvenes para iniciar negocios en México?,D,"['clothes', 'textile industry', 'internet', 'food industry']","['clothes', 'বস্ত্ৰ শিল্প\u200b', '互联网', 'alimentaria']","['US', 'Assam', 'China', 'Mexico']","['North America', 'South Asia', 'East Asia', 'North America']",3,food industry
New-ch-54,Mexico,North America,Which fruit is usually prepared the most for family dinners in Mexico?,¿Qué fruta se suele preparar más para las cenas familiares en México?,A,"['banana', 'apple', 'orange', 'apples']","['plátano', '苹果', 'jeruk', 'apples']","['Mexico', 'China', 'Indonesia', 'US']","['North America', 'East Asia', 'South Asia', 'North America']",0,banana
New-ch-64,Mexico,North America,"How many hours of classes do university students typically have per week in Mexico? (Provide Arabic numerals (e.g., 1) only.)","¿Cuántas horas de clases suelen tener los estudiantes universitarios por semana en México? (Proporciona solo números arábigos (por ejemplo, 1).)",B,"['12', '20', '18', '30']","['12', '20', '18', '30']","['US', 'Mexico', 'South_Korea', 'Assam']","['North America', 'North America', 'East Asia', 'South Asia']",1,20
New-ch-72,Mexico,North America,Which major is considered most conducive to employment in Mexico?,¿Qué carrera se considera más conducente al empleo en México?,C,"['medicine', 'business', 'engineering', 'college of medicine']","['kedokteran', 'business', 'ingeniería', '의예과']","['Indonesia', 'US', 'Mexico', 'South_Korea']","['South Asia', 'North America', 'North America', 'East Asia']",2,engineering
New-ch-73,Mexico,North America,What type of clubs are most popular among university students in Mexico?,¿Qué tipo de clubes son los más populares entre los estudiantes universitarios en México?,D,"['sports', 'debate', 'street dance club', 'chess clubs']","['idman', 'debate', '街舞社', 'ajedrez']","['Azerbaijan', 'US', 'China', 'Mexico']","['Western Asia', 'North America', 'East Asia', 'North America']",3,chess clubs
New-ch-78,Mexico,North America,What leisure activities do retired women typically like in Mexico?,¿Qué actividades de ocio suelen gustarle a las mujeres jubiladas en México?,A,"['casino', 'square dance', 'cooking', 'knitting']","['casino', '广场舞', 'آشپزی', 'knitting']","['Mexico', 'China', 'Iran', 'US']","['North America', 'East Asia', 'Western Asia', 'North America']",0,casino
New-ch-79,Mexico,North America,What leisure activities do retired men typically like in Mexico?,¿Qué actividades de ocio suelen gustarles a los hombres jubilados en México?,B,"['playing backgammon', 'fix or build things', 'golf', 'mountain climbing']","['nərd', 'arreglar o construir cosas', 'golf', '등산']","['Azerbaijan', 'Mexico', 'US', 'South_Korea']","['Western Asia', 'North America', 'North America', 'East Asia']",1,fix or build things
New-ch-80,Mexico,North America,"During which holidays do people typically visit religious sites (temples, churches, etc.) in Mexico?","¿Durante qué festividades la gente suele visitar lugares religiosos (templos, iglesias, etc.) en México?",C,"[""the day of buddha's coming"", 'friday', 'christmas', 'Ressurection Sunday']","['석가탄신일', 'جمعه', 'navidad', 'Ressurection Sunday']","['South_Korea', 'Iran', 'Mexico', 'US']","['East Asia', 'Western Asia', 'North America', 'North America']",2,christmas
New-ch-82,Mexico,North America,"At what time do weddings typically start in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)","¿A qué hora suelen comenzar las bodas típicamente en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)",D,"['19:00', '13:00', '08:00', '17:00']","['19:00', '13:00', '08:00', '17:00']","['Greece', 'US', 'Assam', 'Mexico']","['Europe', 'North America', 'South Asia', 'North America']",3,17:00
New-ch-83,Mexico,North America,Which city in Mexico hosts festivals the most?,¿Qué ciudad de México es la que más festivales alberga?,A,"['mexico city', 'athens', 'las vegas', 'bali']","['Ciudad de México', 'Αθήνα', 'las vegas', 'bali']","['Mexico', 'Greece', 'US', 'Indonesia']","['North America', 'Europe', 'North America', 'South Asia']",0,mexico city
New-en-02,Mexico,North America,What is the most popular chip/crisp flavour in Mexico?,¿Cuál es el sabor de papas fritas más popular en México?,B,"['salty', 'flaming hot', 'barbeque', 'serrano ham']","['নিমখিয়া জ্বলা', 'flaming hot', 'barbeque', 'jamon serrano']","['Assam', 'Mexico', 'US', 'Spain']","['South Asia', 'North America', 'North America', 'Europe']",1,flaming hot
New-en-04,Mexico,North America,Who is a popular celebrity chef in Mexico?,¿Quién es un chef celebridad popular en México?,C,"['juna', 'dabiz muñoz', 'enrique olivera', 'Gordon Ramsay']","['juna', 'Daviz Muñoz', 'enrique olivera', 'Gordon Ramsay']","['Indonesia', 'Spain', 'Mexico', 'US']","['South Asia', 'Europe', 'North America', 'North America']",2,enrique olivera
New-en-05,Mexico,North America,Which food is a cost-effective and quick meal option in Mexico?,¿Qué comida es una opción rápida y económica para comer en México?,D,"['beans on toast', 'hotdogs', 'chowmein', 'tacos']","['beans on toast', 'hotdogs', 'চাউমিন', 'tacos']","['UK', 'US', 'Assam', 'Mexico']","['Europe', 'North America', 'South Asia', 'North America']",3,tacos
New-en-07,Mexico,North America,What are the most popular cooking shows in Mexico?,¿Cuáles son los programas de cocina más populares en México?,A,"['masterchef', 'Master chef, MasterChef', 'chopped', 'masterchef indonesia']","['MasterChef', 'Master chef, MasterChef', 'chopped', 'masterchef indonesia']","['Mexico', 'UK', 'US', 'Indonesia']","['North America', 'Europe', 'North America', 'South Asia']",0,masterchef
New-en-08,Mexico,North America,What is the most popular chocolate brand in Mexico?,¿Cuál es la marca de chocolate más popular en México?,B,"['roshen', 'abuelita', 'lacta', ""hershey's""]","['roshen', 'Abuelita', 'Lacta', ""hershey's""]","['Azerbaijan', 'Mexico', 'Greece', 'US']","['Western Asia', 'North America', 'Europe', 'North America']",1,abuelita
New-en-10,Mexico,North America,What is the most eaten cheese in Mexico?,¿Cuál es el queso más consumido en México?,C,"['tabrizi', 'cheddar', 'oaxaca cheese', 'feta']","['تبريزي', 'cheddar', 'queso oaxaca', 'φέτα']","['Iran', 'US', 'Mexico', 'Greece']","['Western Asia', 'North America', 'North America', 'Europe']",2,oaxaca cheese
New-en-11,Mexico,North America,What is the most disliked vegetable in Mexico?,¿Cuál es la verdura menos gustada en México?,D,"['tomato', 'brussel sprouts', 'brussels sprouts', 'chayote']","['pomidor', 'brussel sprouts', 'coles de bruselas', 'chayote']","['Azerbaijan', 'US', 'Spain', 'Mexico']","['Western Asia', 'North America', 'Europe', 'North America']",3,chayote
New-en-17,Mexico,North America,What are the most common cheering tools used by sports fans in Mexico?,¿Cuáles son los instrumentos de animación más comunes utilizados por los aficionados al deporte en México?,A,"['trumpet', 'drum', 'horn', 'signs']","['trompeta', 'bombo', 'بوق', 'signs']","['Mexico', 'Spain', 'Iran', 'US']","['North America', 'Europe', 'Western Asia', 'North America']",0,trumpet
New-en-19,Mexico,North America,What is the most well known sporting stadium in Mexico?,¿Cuál es el estadio deportivo más conocido en México?,B,"['tofiq bahramov stadium', 'aztec stadium', 'Yankees stadium', 'wembley']","['tofiq bəhramov adına futbol stadionu', 'Coloso de Santa Úrsula', 'Yankees stadium', 'wembley']","['Azerbaijan', 'Mexico', 'US', 'UK']","['Western Asia', 'North America', 'North America', 'Europe']",1,aztec stadium
New-en-26,Mexico,North America,What is the best recognized sporting chant in Mexico?,¿Cuál es el cántico deportivo más reconocido en México?,C,"['persepolis is superior to esteghlal', 'defense', 'cielito lindo', 'Three lions']","['پرسپولیس، سرور استقلاله', 'defense', 'cielito lindo', 'Three lions']","['Iran', 'US', 'Mexico', 'UK']","['Western Asia', 'North America', 'North America', 'Europe']",2,cielito lindo
New-en-38,Mexico,North America,Which industries are known for more flexible working hours in Mexico?,¿Qué industrias son conocidas por tener horarios de trabajo más flexibles en México?,D,"['tech', 'dairy industry', 'business', 'universities']","['tech', 'দুগ্ধ উদ্যোগ', 'biznes', 'universidades']","['US', 'Assam', 'Azerbaijan', 'Mexico']","['North America', 'South Asia', 'Western Asia', 'North America']",3,universities
New-en-41,Mexico,North America,Who is the most well known and successful entrepreneur in Mexico?,¿Quién es el empresario más conocido y exitoso de México?,A,"['carlos slim', 'bill gates', 'seyyed mohammad mousavi', 'riniki bhuyan sharma']","['Carlos Slim', 'bill gates', 'سید محمد موسوی', 'ৰিণিকি ভূঞা শৰ্মা']","['Mexico', 'US', 'Iran', 'Assam']","['North America', 'North America', 'Western Asia', 'South Asia']",0,carlos slim
New-en-47,Mexico,North America,What can typically be found in the back garden of houses in Mexico?,¿Qué se puede encontrar típicamente en el jardín trasero de las casas en México?,B,"['fruit tree', 'fruit trees', 'grass', 'fish pond']","['meyvə ağacları', 'arboles frutales', 'grass', 'kolam ikan']","['Azerbaijan', 'Mexico', 'US', 'Indonesia']","['Western Asia', 'North America', 'North America', 'South Asia']",1,fruit trees
New-en-49,Mexico,North America,What is the name of the most famous family in Mexico?,¿Cuál es el nombre de la familia más famosa de México?,C,"['trump', 'pahlavi', 'derbez', 'cendana']","['trump', 'پهلوی', 'Derbez', 'cendana']","['US', 'Iran', 'Mexico', 'Indonesia']","['North America', 'Western Asia', 'North America', 'South Asia']",2,derbez
New-en-55,Mexico,North America,Which religion is most commonly practiced by families in Mexico?,¿Cuál es la religión más practicada por las familias en México?,D,"['christianity', 'islam', 'buddhism', 'catholic']","['christianity', 'الإسلام', '佛教', 'católica']","['US', 'Algeria', 'China', 'Mexico']","['North America', 'Africa', 'East Asia', 'North America']",3,catholic
New-en-69,Mexico,North America,Which writers are commonly studied in literature class in Mexico?,¿Qué escritores se estudian comúnmente en la clase de literatura en México?,A,"['gabriel garcía márquez', 'yun dong-ju', 'edgar allen poe', 'mouloud feraoun']","['Gabriel García Márquez', '윤동주', 'edgar allen poe', 'مولود فرعون']","['Mexico', 'South_Korea', 'US', 'Algeria']","['North America', 'East Asia', 'North America', 'Africa']",0,gabriel garcía márquez
New-en-76,Mexico,North America,Which airport in Mexico is the busiest during the holiday season?,¿Cuál es el aeropuerto más concurrido en México durante la temporada de vacaciones?,B,"['jackson international airport (atl)', 'mexico city international airport', 'beijing capital airport', 'bole']","['jackson international airport (atl)', 'AICM', '北京首都国际机场', 'ቦሌ']","['US', 'Mexico', 'China', 'Ethiopia']","['North America', 'North America', 'East Asia', 'Africa']",1,mexico city international airport
New-en-79,Mexico,North America,Which region of Mexico is well known for its theatrical performances?,¿Qué región de México es bien conocida por sus representaciones teatrales?,C,"['new york city', 'addis abeba', 'mexico city', 'hyehwa-dong']","['new york city', 'አዲስ አበባ', 'ciudad de mexico', '혜화동']","['US', 'Ethiopia', 'Mexico', 'South_Korea']","['North America', 'Africa', 'North America', 'East Asia']",2,mexico city
New-en-87,Mexico,North America,What is the most famous historic landmark in Mexico?,¿Cuál es el monumento histórico más famoso de México?,D,"['white house', 'great wall', ""king's palace"", 'angel of independence']","['white house', '长城', 'gidan makama', 'ángel de la independencia']","['US', 'China', 'Northern_Nigeria', 'Mexico']","['North America', 'East Asia', 'Africa', 'North America']",3,angel of independence
New-en-90,Mexico,North America,What is the most famous hotel brand in Mexico?,¿Cuál es la cadena de hoteles más famosa en México?,A,"['camino real', 'daula hotel', 'hilton', 'the shilla']","['camino real', 'daula otal', 'hilton', '서울신라호텔']","['Mexico', 'Northern_Nigeria', 'US', 'South_Korea']","['North America', 'Africa', 'North America', 'East Asia']",0,camino real
New-gr-15,Mexico,North America,What is the most popular traditional dessert in Mexico?,¿Cuál es el postre tradicional más popular en México?,B,"['baklava', 'rice pudding', 'pumpkin pie', 'galaktoboureko']","['البقلاوة', 'arroz con leche', 'pumpkin pie', 'γαλακτομπούρεκο']","['Algeria', 'Mexico', 'US', 'Greece']","['Africa', 'North America', 'North America', 'Europe']",1,rice pudding
New-gr-24,Mexico,North America,What is the most popular track and field sport in Mexico?,¿Cuál es el deporte de atletismo más popular en México?,C,"['sprint', 'running', 'sprint races', 'gear/march']","['sprint', 'العدو', 'carreras de velocidad', 'marcha']","['US', 'Algeria', 'Mexico', 'Spain']","['North America', 'Africa', 'North America', 'Europe']",2,sprint races
New-gr-58,Mexico,North America,Which job is considered underpaid in Mexico?,¿Qué trabajo se considera mal pagado en México?,D,"['cleaning worker', 'care workers', 'teachers', 'teaching']","['عامل النظافة', 'care workers', 'teachers', 'docencia']","['Algeria', 'UK', 'US', 'Mexico']","['Africa', 'Europe', 'North America', 'North America']",3,teaching
New-gr-76,Mexico,North America,What is the most common food served during Easter in Mexico?,¿Cuál es la comida más común que se sirve durante la Semana Santa en México?,A,"['seafood', 'lamb on the spit', 'meat cuts', 'ham']","['mariscos', 'αρνάκι σούβλα', 'ቁርጥ', 'ham']","['Mexico', 'Greece', 'Ethiopia', 'US']","['North America', 'Europe', 'Africa', 'North America']",0,seafood
New-gr-82,Mexico,North America,What is the most popular music genre among the elderly population in Mexico?,¿Cuál es el género musical más popular entre la población de adultos mayores en México?,B,"['country', 'boleros', 'stanza', 'memory']","['country', 'boleros', 'copla', 'ትዝታ']","['US', 'Mexico', 'Spain', 'Ethiopia']","['North America', 'North America', 'Europe', 'Africa']",1,boleros
New-ha-07,Mexico,North America,What food originated from Mexico and can be found all over the world?,¿Qué comida se originó en México y puede encontrarse en todo el mundo?,C,"['burgers', 'fish & chips', 'tacos', 'injera']","['burgers', 'fish & chips', 'tacos', 'እንጀራ']","['US', 'UK', 'Mexico', 'Ethiopia']","['North America', 'Europe', 'North America', 'Africa']",2,tacos
New-ha-08,Mexico,North America,What food is typically disliked by children but enjoyed by the elderly in Mexico?,¿Qué comida es típicamente disgustada por los niños pero disfrutada por los ancianos en México?,D,"['tuwo', 'vegetables', 'chickpeas', 'traditional mole sauce']","['tuwo', 'vegetables', 'ρεβύθια', 'mole']","['Northern_Nigeria', 'US', 'Greece', 'Mexico']","['Africa', 'North America', 'Europe', 'North America']",3,traditional mole sauce
New-ha-09,Mexico,North America,What cooking utensil is most commonly used in Mexico?,¿Qué utensilio de cocina se usa más comúnmente en México?,A,"['fork', 'oil', 'spatula', 'spoon']","['tenedor', 'mai', 'spatula', 'cuchara']","['Mexico', 'Northern_Nigeria', 'US', 'Spain']","['North America', 'Africa', 'North America', 'Europe']",0,fork
New-ha-13,Mexico,North America,Which is the most popular vegetable in Mexico?,¿Cuál es la verdura más popular en México?,B,"['potato', 'chili pepper', 'carrots', 'lettuce']","['potato', 'chile', 'carrots', 'salak']","['US', 'Mexico', 'UK', 'Northern_Nigeria']","['North America', 'North America', 'Europe', 'Africa']",1,chili pepper
New-ha-66,Mexico,North America,What is the most popular wedding venue in Mexico?,¿Cuál es el lugar de bodas más popular en México?,C,"['banquet hall', 'own house', 'cancun', 'church']","['قاعات الحفلات', 'নিজা বাসগৃহ', 'Cancún', 'church']","['Algeria', 'Assam', 'Mexico', 'US']","['Africa', 'South Asia', 'North America', 'North America']",2,cancun
New-in-03,Mexico,North America,What type of food from Mexico is typically served in restaurants overseas?,¿Qué tipo de comida de México se sirve típicamente en restaurantes en el extranjero?,D,"['burgers', 'couscous', 'fried rice', 'tacos']","['burgers', 'الكسكسي', 'nasi goreng', 'tacos']","['US', 'Algeria', 'Indonesia', 'Mexico']","['North America', 'Africa', 'South Asia', 'North America']",3,tacos
New-in-33,Mexico,North America,What region in Mexico is usually associated with mining?,¿Qué región en México se asocia generalmente con la minería?,A,"['sonora', 'lidu', 'benshangul region', 'southern states']","['Sonora', 'লিডু', 'ቤንሻንጉል', 'southern states']","['Mexico', 'Assam', 'Ethiopia', 'US']","['North America', 'South Asia', 'Africa', 'North America']",0,sonora
New-in-34,Mexico,North America,What region in Mexico is usually associated with oil?,¿Qué región de México se asocia normalmente con el petróleo?,B,"['papua', 'southeast', 'somali region', 'TX']","['papua', 'sureste', 'ሱማሌ', 'TX']","['Indonesia', 'Mexico', 'Ethiopia', 'US']","['South Asia', 'North America', 'Africa', 'North America']",1,southeast
New-in-62,Mexico,North America,What university in Mexico is popular because of its engineering major? (Provide the official name.),¿Qué universidad en México es popular por su carrera de ingeniería? (Proporciona el nombre oficial.),C,"['tezpur university', 'mit', 'monterrey institute of technology', 'kano']","['তেজপুৰ বিশ্ববিদ্যালয়', 'mit', 'Technológico de Monterrey', 'Bayero Univesity Kano']","['Assam', 'US', 'Mexico', 'Northern_Nigeria']","['South Asia', 'North America', 'North America', 'Africa']",2,monterrey institute of technology
New-in-63,Mexico,North America,What university in Mexico is popular because of its school of medicine? (Provide the official name.),¿Qué universidad en México es popular por su facultad de medicina? (Proporciona el nombre oficial.),D,"['the university of indonesia', 'harvard medical school', 'ahmadu bello university', 'national autonomous university of mexico']","['universitas indonesia', 'harvard medical school', 'ahmadu bello university', 'Universidad Nacional Autónoma de México']","['Indonesia', 'US', 'Northern_Nigeria', 'Mexico']","['South Asia', 'North America', 'Africa', 'North America']",3,national autonomous university of mexico
New-in-80,Mexico,North America,What is the most famous theme park in Mexico?,¿Cuál es el parque temático más famoso de México?,A,"['six flags', 'Disney World', 'ben aknoun', 'amburan beach club']","['six flags', 'Disney World', 'بن عكنون', 'amburan beach club']","['Mexico', 'US', 'Algeria', 'Azerbaijan']","['North America', 'North America', 'Africa', 'Western Asia']",0,six flags
New-ko-06,Mexico,North America,What is the most popular folk tale in Mexico that is typically told to children?,¿Cuál es el cuento popular más famoso en México que típicamente se les cuenta a los niños?,B,"['hasani', 'rabbit of the moon', 'Paul Bunyon', 'juha stories']","['حسنی', 'conejo de la luna', 'Paul Bunyon', 'قصص جحا']","['Iran', 'Mexico', 'US', 'Algeria']","['Western Asia', 'North America', 'North America', 'Africa']",1,rabbit of the moon
New-ko-07,Mexico,North America,What is the customary symbol of condolence used at funerals in Mexico?,¿Cuál es el símbolo habitual de condolencia utilizado en los funerales en México?,C,"['black clothes', 'flowers', 'a black ribbon', 'black tape']","['ጥቁር ልብስ', 'flowers', 'un moño negro', 'qara lent']","['Ethiopia', 'US', 'Mexico', 'Azerbaijan']","['Africa', 'North America', 'North America', 'Western Asia']",2,a black ribbon
